Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful_Main,Successful_Reserve,Quota_Exceeded,Timetable_Clashes,Workload_Exceeded,Others
College of Design and Eng,Architecture,AR5952C,Topics in Urbanism 3,L1,24,4,4,0,0,0,0,0
College of Design and Eng,Architecture,AR5952E,Topics in Urbanism 5,L1,13,49,13,0,36,0,0,0
College of Design and Eng,Architecture,AR5952G,Topics in Urbanism 7,L1,22,12,0,0,0,0,0,12
College of Design and Eng,Architecture,AR5953A,Topics in Design Technology 1,L1,12,40,12,0,28,0,0,0
College of Design and Eng,Architecture,AR5953B,Topics in Design Technology 2,L1,18,12,11,2,0,0,0,1
College of Design and Eng,Architecture,AR5953C,Topics in Design Technology 3,L1,19,23,14,0,1,0,0,8
College of Design and Eng,Architecture,AR5953D,Topics in Design Technology 4,E1,19,31,0,0,0,0,0,31
College of Design and Eng,Architecture,AR5955F,Topics in Research by Design 6,L1,18,9,7,6,0,0,0,2
College of Design and Eng,Architecture,DEP5101,Urban Analysis Workshop,L1,37,29,29,0,0,0,0,0
College of Design and Eng,Architecture,DEP5101A,Qualitative Methods for Urban Planning,L1,36,29,29,0,0,0,0,0
College of Design and Eng,Architecture,DEP5103,Urban and Regional Planning,L1,30,13,13,0,0,0,0,0
College of Design and Eng,Architecture,DEP5104,Urban and Regional Economics,L1,45,29,29,0,0,0,0,0
College of Design and Eng,Architecture,DEP5105,Urban Infrastructure and Mobility Systems,L1,39,15,15,0,0,0,0,0
College of Design and Eng,Architecture,DEP5114,Advanced GIS for Urban Planning,L1,30,19,0,0,0,0,0,19
College of Design and Eng,Architecture,LA4701,MLA Studio: Quarter,D1,50,4,4,0,0,0,0,0
College of Design and Eng,Architecture,LA5211,Political Ecology and Landscapes,L1,38,1,0,0,0,0,0,1
College of Design and Eng,Architecture,LA5222,Urban Ecology and Design,L1,50,25,0,0,0,0,0,25
College of Design and Eng,Architecture,LA5301,Geo Design,L1,50,4,4,0,0,0,0,0
College of Design and Eng,Architecture,LA5500,Proseminar in Landscape Architecture,L1,50,1,0,0,0,0,0,1
College of Design and Eng,Architecture,LA5511,Digital Techniques In Landscape,L1,30,4,0,0,0,0,0,4
College of Design and Eng,Architecture,LA5701,MLA Studio: Country,D1,50,1,0,0,0,0,0,1
College of Design and Eng,Architecture,LA5742A,Dissertation Preparation,L1,40,1,0,0,0,0,0,1
College of Design and Eng,Architecture,UD5221,Urban Design Theory and Discourse,L1,50,3,3,0,0,0,0,0
College of Design and Eng,Architecture,UD5601,URBAN DESIGN STUDIO 1,D1,50,4,4,0,0,0,0,0
College of Design and Eng,Architecture,UD5625,Methods and Tools for Urban Design,L1,50,6,0,0,0,0,0,6
College of Design and Eng,Architecture,UD5626,Urban Economics,L1,40,4,0,0,0,0,0,4
College of Design and Eng,Biomedical Engineering,BN4403,Cellular Bioengineering,L1,19,22,0,0,0,0,0,22
College of Design and Eng,Biomedical Engineering,BN5101,Biomedical Engineering Systems,L1,7,21,7,0,13,0,0,1
College of Design and Eng,Biomedical Engineering,BN5104,QUANTITATIVE PHYSIOLOGY PRINCIPLES IN BIOENGINEERING,L1,80,87,80,0,6,0,0,1
College of Design and Eng,Biomedical Engineering,BN5202,Orthopaedic Biomechanics,L1,35,29,29,3,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN5208,Biomedical Quality and Regulatory Systems,L1,95,92,90,0,0,0,0,2
College of Design and Eng,Biomedical Engineering,BN5211,Medical Robotics,L1,79,49,0,0,0,0,0,49
College of Design and Eng,Biomedical Engineering,BN5501,The Biodesign Process of Innovation in Healthcare,L1,120,93,90,1,0,0,0,3
College of Design and Eng,Built Environment,BPS5111,Integrated Building Design,L1,65,51,51,0,0,0,0,0
College of Design and Eng,Built Environment,BPS5221,Microclimate Design,L1,61,46,46,0,0,0,0,0
College of Design and Eng,Built Environment,BPS5223,Building Energy Performance - Passive Systems,L1,63,46,46,0,0,0,0,0
College of Design and Eng,Built Environment,BPS5224,Building Energy Performance - Active Systems,L1,63,45,45,0,0,0,0,0
College of Design and Eng,Built Environment,PM5103,CONTRACT MANAGEMENT,L1,90,46,46,0,0,0,0,0
College of Design and Eng,Built Environment,PM5106,DESIGN MANAGEMENT,L1,86,10,10,1,0,0,0,0
College of Design and Eng,Built Environment,PM5112,RESEARCH METHODS,L1,81,43,43,0,0,0,0,0
College of Design and Eng,Built Environment,PM5113,Managing Projects using BIM,L1,24,29,24,0,5,0,0,0
College of Design and Eng,Built Environment,PM5114,Managing Complex Projects,L1,77,39,39,0,0,0,0,0
College of Design and Eng,Built Environment,PM5118,Case Studies in Infrastructure Planning,L1,89,34,34,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,DEP5112,Planning Policy and Process,L1,30,29,29,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,ISD5104,Energy and Ecology,L1,21,2,0,0,0,0,0,2
College of Design and Eng,Chemical & Biomolecular Eng,CN5010,Mathematical & Computing Methods for Chemical Engineers,L1,73,29,29,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5030,ADVANCED CHEMICAL ENGINEERING THERMODYNAMICS,L1,74,17,17,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5150,Principles of Polymer Science and Engineering,L1,72,19,9,4,0,0,0,10
College of Design and Eng,Chemical & Biomolecular Eng,CN5160,Advanced Topics in Catalysis,L1,38,34,34,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5173,DOWNSTREAM PROCESSING OF BIOCHEMICAL & PHARMACEUTICAL PRODUCTS,L1,35,18,18,4,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5190,Hydrogen Energy and Technology,L1,20,96,20,0,76,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,38,5,5,2,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5192,Future Fuel Options: Prospects and Technologies,L1,28,70,28,0,42,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5195,Biomass and Energy,L1,49,22,18,0,0,0,0,4
College of Design and Eng,Chemical & Biomolecular Eng,CN5204,Green Chemical Process and Technology,L1,31,47,31,0,16,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5216,Electronic Materials and Energy Technologies,L1,43,27,27,2,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5246,Catalysis Science and Engineering,L1,29,15,15,1,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5251,Membrane Science & Technology,L1,37,36,36,1,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5432,Fundamentals and Applications of Porous Materials,L1,50,37,37,7,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN6251,MEMBRANE SCIENCE & TECHNOLOGY,L1,17,8,8,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5002,Fundamentals in Industrial Safety,L1,55,39,39,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5004,Fundamentals in Industrial Hygiene,L1,51,29,29,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5103,Biosafety and Biosecurity,L1,38,13,13,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5104,OCCUPATIONAL HEALTH,L1,32,10,10,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5107,Industrial Ventilation,L1,48,5,5,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5110,Chemical Hazard Evaluation,L1,42,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5203,Resilience and Emergency Planning,L1,44,7,7,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5204,Industrial Safety Engineering,L1,26,31,26,0,5,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5206,Human Factors in Process Safety,L1,45,5,5,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5207,Process Safety Engineering,L1,39,6,6,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5208,Functional Safety for Process Industries,L1,58,3,3,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5402,Safety Leadership and Management Practices,L1,36,39,36,0,3,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5405,Fire and Explosion Safety,L1,48,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5406,Research Methodology,L1,38,36,36,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5409,Sustainability and Environmental Analysis,L1,38,16,16,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE4221,Design of Land Transport Infrastructures,L01,20,8,8,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5001,Research Project,L01,50,17,17,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5010QA,Finite Element Concepts & Applications,L01,40,23,23,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5101,Seepage & Consolidation of Soils,L01,130,85,85,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5104QA,Tunnelling in Soils,L01,100,89,89,1,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5104QB,Tunnelling in Rocks,L01,100,75,75,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5108QA,Key Principles and Concepts of Earth Retention Systems,L01,86,73,73,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5111,UNDERGROUND CONSTRUCTION DESIGN PROJECT,L01,50,6,6,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5113QA,Geotechnical Site Investigation,L01,86,76,76,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5205,Transportation Planning,L01,30,65,30,0,35,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5209,Transportation Data Analytics and Modeling,L01,76,84,76,0,8,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5312,Open Channel Hydraulics,L01,20,15,15,1,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5315,Climate Science for Engineers,L01,62,66,62,0,4,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5316QA,Water Resources for Smart and Liveable Cities: Intro,L01,25,30,25,0,5,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5316QB,Water Resources Modeling for Urban Catchments,L01,25,23,23,1,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5509QA,Advanced Structural Steel Design,L01,60,79,60,0,19,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5509QB,Design of Composite Steel and Concrete Structures,L01,60,76,60,0,16,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5510QA,Advanced Structural Concrete Design,L01,70,64,64,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5610QA,Concrete and Cementitious Composites,L01,70,92,70,0,22,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5610QB,Repair and Retrofit of Concrete Structures,L01,70,69,69,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5721QA,Ocean Wind and Wave,L01,15,8,8,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5721QB,Ocean Environmental Loads,L01,20,8,8,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5807QA,Digital Technologies for Construction,L01,95,84,84,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5807QB,Integrated Construction Logistics,L01,95,88,88,1,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5808QA,Virtual Design in BIM,L01,75,117,75,0,42,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5808QB,Advanced Digital Construction,L01,75,110,75,0,35,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE6001,OPERATIONS & MANAGEMENT OF INFRASTRUCTURE SYSTEMS,L01,40,22,22,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE6077QA,Numerical methods in Civil Engineering,L01,20,35,20,0,15,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5001,Environmental Engineering Principles,L01,144,85,70,0,0,0,0,15
College of Design and Eng,Civil & Environmental Eng,ESE5003,Environmental Chemical Processes Analysis,L01,145,38,30,0,0,0,0,8
College of Design and Eng,Civil & Environmental Eng,ESE5004,Research Project,L01,50,36,31,0,0,0,0,5
College of Design and Eng,Civil & Environmental Eng,ESE5205,SLUDGE AND SOLID WASTE MANAGEMENT,L01,139,108,94,0,0,0,0,14
College of Design and Eng,Civil & Environmental Eng,ESE5301,Environmental Microbiology and Biotechnology,L01,150,94,79,0,0,0,0,15
College of Design and Eng,Civil & Environmental Eng,ESE5404,Biological Treatment Processes,L01,140,95,80,0,0,0,0,15
College of Design and Eng,Civil & Environmental Eng,ESE5666,Industrial Attachment,L01,20,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5880A,Topics in Environmental Engineering: Chem. & Lab Safety,L01,124,35,33,0,0,0,0,2
College of Design and Eng,Civil & Environmental Eng,ESE6003,Advanced Environmental Chemical Process Analysis,L01,15,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE6301,Advanced Environmental Microbiology and Biotechnology,L01,15,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5101,Modern Computer Networking,L01,78,134,78,0,56,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5104,Cellular Networks,L01,37,106,31,0,75,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5201,"Hardware Technologies, Principles, & Platforms",L01,52,110,52,0,58,0,0,0
College of Design and Eng,Electrical & Computer Eng,CEG5205,AI Sensors and Virtual/Augmented Reality Technologies,L01,31,145,26,0,119,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5025,Intellectual Property: Innovations in IoT,L01,22,6,6,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5026,Machine Learning for Data Analytics,L01,25,18,17,0,0,0,1,0
College of Design and Eng,Electrical & Computer Eng,EE5027,Statistical Pattern Recognition,L01,27,11,10,0,0,0,1,0
College of Design and Eng,Electrical & Computer Eng,EE5060,Sensors and Instrumentation for Automation,L01,6,4,4,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5061,Industrial Control and Programming,L01,9,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5101,LINEAR SYSTEMS,L01,107,58,58,3,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5103,Computer Control Systems,L01,72,34,34,2,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5110,Special Topics in Automation and Control,L01,11,43,11,0,26,0,0,6
College of Design and Eng,Electrical & Computer Eng,EE5111,Selected Topics in Industrial Control & Instrumentation,L01,26,99,17,0,82,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5112,Human Robot Interaction,L01,50,32,32,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5114,Autonomous Robot Navigation,L01,50,55,45,0,10,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5139,Information Theory and its Applications,L01,82,90,72,0,18,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5303,MICROWAVE ELECTRONICS,L01,67,91,48,0,43,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5308,ANTENNA ENGINEERING,L01,39,96,28,0,68,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5439,Micro/Nano Electromechanical Systems,L01,28,53,25,0,28,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5502,MOS DEVICES,L01,95,89,73,0,16,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5508,SEMICONDUCTOR FUNDAMENTALS,L01,86,87,68,0,19,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5518,VLSI DIGITAL CIRCUIT DESIGN,L01,99,88,57,0,31,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5701,HIGH VOLTAGE TESTING AND SWITCHGEAR,L01,26,9,9,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5702,ADVANCED POWER SYSTEM ANALYSIS,L01,45,13,13,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5703,Industrial Drives,L01,34,21,13,0,8,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5731,Visual Computing,L01,83,76,56,0,20,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5831,Electromagnetic Wave Theory,L01,52,80,36,0,44,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5907,Pattern Recognition,L01,130,121,104,0,17,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6004,Selected Advanced Topics In EM Modelling,L01,29,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6139,Information Theory and its Applications (Advanced),L01,35,5,5,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6438,Magnetic materials and devices,L01,30,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6439,Micro/Nano Electromechanical Systems (Advanced),L01,10,12,4,0,8,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE6733,Advanced Topics on Vision and Machine Learning,L01,23,8,7,0,1,0,0,0
College of Design and Eng,Electrical & Computer Eng,ME5401,LINEAR SYSTEMS,L01,2147483647,55,55,3,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5001,Operations Research for Decision Making,L1,137,136,131,1,5,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5004,Stochastic Models and Their Applications,L1,156,191,151,1,37,0,0,3
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5005,Data Analytics for Industrial Engineers,L1,193,230,149,13,37,0,0,44
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5105,Modelling for Supply Chain Systems,L1,180,141,133,9,7,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5121,Quality Planning And Management,L1,11,26,11,0,15,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5123,Reliability Engineering and Asset Management,L1,7,5,5,1,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5203,Decision Analysis,L1,91,115,79,1,35,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5206,Energy and Sustainability: A Systems Approach,L1,29,60,29,0,31,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5208,Systems Approach To Project Management,L1,22,81,22,0,18,0,0,41
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5209,ESG and Net Zero: Principles and Cases,L1,30,20,0,0,0,0,0,20
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5301,Human Factors In Engineering And Design,L1,11,33,11,0,22,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5600,Applied Programming for Industrial Systems,L1,96,97,54,1,0,0,0,43
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5602,Statistical Learning in Engineering I,L1,82,42,36,0,0,0,0,6
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5881,Selected Topics in Industrial Engineering,L1,8,10,5,1,0,0,0,5
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5909A,Research Project in Industrial & System Engineering I,L1,4,1,0,0,0,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6001,Foundations of Optimization,L1,20,6,0,0,0,0,0,6
College of Design and Eng,Industrial Systems Eng & Mgmt,IE6002,ADVANCED ENGINEERING STATISTICS,L1,23,7,0,0,0,0,0,7
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5001,Intellectual Property Management & Innovation Strategy,L1,66,48,48,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5006,Value Creation Through Product Development,L1,61,44,31,0,9,0,0,4
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5007,MANAGEMENT OF TECHNOLOGICAL INNOVATION,L1,68,45,45,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5007G,MANAGEMENT OF TECHNOLOGICAL INNOVATION,L1,57,42,42,3,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5008,Internal and Collaborative Corporate Entrepreneurship,L1,37,4,3,0,0,0,0,1
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5011,Business Finance in the Technology Industry,L1,67,35,35,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5012,Marketing of Technology Products in the Digital Era,L1,60,53,41,2,12,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5020,Managing the Human elements of Technology Management,L1,19,29,19,0,10,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5900,MOT RESEARCH PROJECT,L1,2147483647,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5913,TechLaunch - Experiential Entrepreneurship,L1,31,5,5,1,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5920,Enterprise Development,L1,30,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MT5922,Concepts and Application of Engineering Leadership,L1,21,5,5,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,MTM5001,Maritime Industry Fundamentals,L1,29,41,0,0,0,0,0,41
College of Design and Eng,Industrial Systems Eng & Mgmt,MTM5002,Port Logistics and Supply Chain,L1,19,41,0,0,0,0,0,41
College of Design and Eng,Materials Science & Eng,MLE4213,Innovation & Product Development for Material Engineers,L1,1,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5001,Basics of Structures & Properties of Materials,L1,11,18,11,0,6,0,0,1
College of Design and Eng,Materials Science & Eng,MLE5101,Thermodynamics for Sustainability,L1,240,131,131,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5104,PHYSICAL PROPERTIES OF MATERIALS,L1,199,63,53,0,0,0,0,10
College of Design and Eng,Materials Science & Eng,MLE5212,Energy Conversion & Storage,L1,240,200,191,0,8,0,0,1
College of Design and Eng,Materials Science & Eng,MLE5216,Introduction to Microscopy for Materials Research,L1,142,108,108,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5220,Computation of Macroscopic Materials Behaviours,L1,60,34,33,0,0,0,0,1
College of Design and Eng,Materials Science & Eng,MLE5221,Designing materials for renewable fuels and clean water,L1,180,147,147,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5228,Superconductivity and Superconducting Devices,L1,100,107,100,0,4,0,0,3
College of Design and Eng,Materials Science & Eng,MLE5999,GRADUATE SEMINARS,E1,88,1,0,0,0,0,0,1
College of Design and Eng,Materials Science & Eng,MLE6101,THERMODYNAMICS AND KINETICS OF MATERIALS,L1,81,12,5,0,0,0,0,7
College of Design and Eng,Materials Science & Eng,MLE6103,STRUCTURES OF MATERIALS,L1,81,37,29,0,0,0,0,8
College of Design and Eng,Mechanical Engineering,ME5001,Mechanical Engineering Project,E01,2147483647,85,85,3,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5106,Engineering Acoustics,L01,2147483647,86,86,2,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5204,AIR CONDITIONING AND BUILDING AUTOMATION,L01,2147483647,23,23,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5209,Energy Technologies and Systems,L01,2147483647,130,88,0,42,0,0,0
College of Design and Eng,Mechanical Engineering,ME5304,Experimental Fluid Mechanics,L01,2147483647,25,25,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5306,Compressible and High-Speed Flow,L01,2147483647,26,26,6,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5400A,Robotics Project 1,L01,2147483647,42,42,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5400B,Robotics Project 2,L01,2147483647,34,34,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5405,Machine Vision,L01,2147483647,133,133,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5409,Robot Dynamics and Control,L01,2147483647,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5410,"Materials, Sensors, Actuators & Fabrication in Robotics",L01,2147483647,85,80,0,5,0,0,0
College of Design and Eng,Mechanical Engineering,ME5411,Robot vision and AI,L01,2147483647,78,78,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5412,Robotics for Healthcare,L01,2147483647,63,63,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5417,Autonomous Spacecraft Dynamics and Control,L01,60,12,3,0,0,0,0,9
College of Design and Eng,Mechanical Engineering,ME5418,Machine Learning in Robotics,L01,2147483647,127,44,0,0,0,0,83
College of Design and Eng,Mechanical Engineering,ME5419,Probabilistic Robotics for Manipulation,L01,2147483647,62,60,0,2,0,0,0
College of Design and Eng,Mechanical Engineering,ME5421,Robot Kinematics,L01,2147483647,82,50,0,32,0,0,0
College of Design and Eng,Mechanical Engineering,ME5422,Computer Control and Applications,L01,2147483647,85,0,0,0,0,0,85
College of Design and Eng,Mechanical Engineering,ME5513,"Deformation, Fracture and Fatigue of Materials",L01,2147483647,40,40,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5517,Nature-inspired Materials and Design,L01,2147483647,65,65,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5600A,Project in Advanced Manufacturing I,E01,2147483647,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5608,Additive and Non-Conventional Manufacturing Processes,L01,2147483647,112,111,0,1,0,0,0
College of Design and Eng,Mechanical Engineering,ME5616,Material Processing of Cellular Solids,L01,2147483647,34,34,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME5701,Mathematics for Engineering Research,L01,2147483647,27,27,6,0,0,0,0
