Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful (Main),Successful (Reserve),Quota Exceeded,Timetable Clashes,Workload Exceeded,Others
College of Design and Eng,Chemical & Biomolecular Eng,CN2116,Chemical Kinetics & Reactor Design,L1,38,1,0,0,0,0,0,1
College of Design and Eng,Chemical & Biomolecular Eng,CN2125,Heat & Mass Transfer,L1,27,1,0,0,0,0,0,1
College of Design and Eng,Chemical & Biomolecular Eng,CN3101,Chemical Engineering Process Lab I,S1,12,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S1,8,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S2,25,2,2,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S3,2,2,2,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN3121,Process Dynamics & Control,L1,120,3,3,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN3124A,Fluid-Particle Systems,L1,29,2,1,0,0,0,0,1
College of Design and Eng,Chemical & Biomolecular Eng,CN3132,Separation Processes,L1,110,3,3,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN3135,"Process Safety, Health and Environment",L1,168,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4122,Process Synthesis and Simulation,L1,117,3,3,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4203R,Polymer Engineering,L1,26,3,2,0,0,1,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4205R,Pinch Analysis and Process Integration,L1,75,3,3,1,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4215R,Food Technology and Engineering,L1,64,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4218,Particle Technology Fundamentals and Applications,L1,20,7,7,1,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5190,Hydrogen Energy and Technology,L1,1,7,1,0,6,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,13,1,1,1,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5246,Catalysis Science and Engineering,L1,16,3,3,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5251,Membrane Science & Technology,L1,93,3,3,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE2134,Fluid Mechanics,L01,57,4,4,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE2183,Construction Project Management,L01,83,2,2,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE2407A,Uncertainty Analysis for Engineers,L01,74,31,28,0,0,0,0,3
College of Design and Eng,Civil & Environmental Eng,CE3116,Foundation Engineering,L01,82,2,2,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE3121,Transportation Engineering,L01,98,3,3,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE3165,Structural Concrete Design,L01,88,4,4,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE4103,Design Project,L0A,0,2,0,0,2,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE4104,B. Eng. Dissertation,L01,60,3,3,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE4221,Design of Land Transport Infrastructures,L01,8,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5108QA,Key Principles and Concepts of Earth Retention Systems,L01,25,13,13,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5108QB,Deep Excavations Analysis and Modelling,L01,25,9,9,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5113QA,Geotechnical Site Investigation,L01,12,6,6,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5113QB,Geophysical Methods & Geotechnical Monitoring,L01,17,8,8,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5315,Climate Science for Engineers,L01,28,29,28,0,1,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5509QA,Advanced Structural Steel Design,L01,14,4,4,1,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5509QB,Design of Composite Steel and Concrete Structures,L01,14,5,5,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5807QA,Digital Technologies for Construction,L01,25,17,17,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5807QB,Integrated Construction Logistics,L01,25,18,18,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE3401,Sustainable Urban Water Technologies,L01,65,15,15,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE4501,Design Project,DL01,46,4,4,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5880A,Topics in Environmental Engineering: Chem. & Lab Safety,L01,36,37,36,0,1,0,0,0
College of Design and Eng,Civil & Environmental Eng,GEC1040,A Culture of Sustainability,L01,120,16,16,2,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,GEH1025,Global Environmental Issues,L01,0,16,0,0,16,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2211,Introduction to Machine Learning,L01,17,7,7,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3031,Innovation & Enterprise I,L01,4,10,4,0,6,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3031,Innovation & Enterprise I,L02,3,8,3,0,5,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3104C,Introduction to RF and Microwave Systems & Circuits,L01,24,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3305,Robotic System Design,L01,9,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3306,Introduction to Cyber Physical Systems,L01,7,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3331C,Feedback Control Systems,P01,13,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3408C,Integrated Analog Design,P01,17,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3431C,Microelectronics Materials and Devices,P01,14,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3731C,Signal Analytics,L01,8,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3801,Data Engineering Principles,P01,10,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4031,Intellectual Property: Harnessing Innovation,L01,23,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4032,Blockchain Engineering,L01,11,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4204,Computer Networks,P01,17,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4211,Data Science for the Internet of Things,L01,7,6,6,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4435,Modern Transistors and Memory Devices,P01,28,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4502,Electric Drives & Control,P01,21,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4704,Image Processing and Analysis,P01,6,2,2,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4705,Human-Robot Interaction,P01,15,10,10,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5139,Information Theory and its Applications,L01,3,1,1,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP1111,Engineering Principles In-Action,L1,22,6,6,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP3201,Machine Learning in Robotics and Engineering,L1,9,3,3,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP3902,Major Design Project I,L1,8,1,1,0,0,0,0,0
College of Design and Eng,Industrial Design,DTK1234,Design Thinking,L1,409,7,7,1,0,0,0,0
College of Design and Eng,Industrial Design,ID2114,The Appreciation of Wood Craft,D1,10,14,9,0,4,0,0,1
College of Design and Eng,Industrial Design,ID2117,The Art of Imaginative Sketching,L2,25,69,25,0,44,0,0,0
College of Design and Eng,Industrial Design,ID2117,The Art of Imaginative Sketching,L3,25,33,25,0,8,0,0,0
College of Design and Eng,Industrial Design,ID3124,Creative Communication & Design Argumentation,D1,20,1,1,0,0,0,0,0
College of Design and Eng,Industrial Design,ID3125,"Colours, Materials & Finishing",D1,18,3,3,0,0,0,0,0
College of Design and Eng,Industrial Design,ID3126,Motion Design,L1,14,7,5,0,0,0,0,2
College of Design and Eng,Industrial Systems Eng & Mgmt,IE1111R,Industrial & Systems Engrg Principles & Practice I,L1,3,5,3,0,2,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2110,Operations Research I,L1,0,1,0,0,1,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2141,Systems Thinking and Dynamics,L2,33,6,6,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE3110R,Simulation,L1,20,3,3,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4215,Machine Learning for Industrial Engineering,L1,24,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4248,Energy and Green Economy,L1,22,3,3,1,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5231,Statistical Methods for Process Design & Control,L1,4,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5301,Human Factors In Engineering And Design,L1,1,14,1,0,13,0,0,0
College of Design and Eng,Materials Science & Eng,MLE2101,Introduction to Structure of Materials,L1,24,4,4,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE2102,Principles of Renewable Energy,L1,6,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE2103,Phase Transformation and Kinetics,L1,19,2,2,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE2301,Introduction to Materials Science & Engineering,L1,25,4,4,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3102,Degradation and Failure of Materials,L1,31,2,2,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3104,Polymeric and Composite Materials,L1,34,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3105,Dielectric and Magnetic Materials,L1,20,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3111,Materials Properties & Processing Laboratory,L1,69,2,2,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3202,Materials for Biointerfaces,L1,46,4,4,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3203,Engineering Materials,L1,40,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE4201,Advanced Materials Characterisation,L1,35,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE4210,Materials for energy storage and conversion,L1,0,1,0,0,0,0,0,1
College of Design and Eng,Materials Science & Eng,MLE4212,Advanced Structural Materials,L1,39,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE4213,Innovation & Product Development for Material Engineers,L1,8,2,1,0,0,0,0,1
College of Design and Eng,Materials Science & Eng,MLE4221,Emerging materials for renewable fuels and clean water,L1,26,2,2,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE5104,PHYSICAL PROPERTIES OF MATERIALS,L1,11,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P1,2,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P2,8,3,3,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P3,10,6,6,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P4,4,9,4,0,5,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P5,4,8,4,0,4,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P6,18,8,8,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P7,18,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P9,19,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2102,Engineering Innovation and Modelling,P1,11,34,11,0,23,0,0,0
College of Design and Eng,Mechanical Engineering,ME2112,Strength of Materials,L1,20,22,20,0,2,0,0,0
College of Design and Eng,Mechanical Engineering,ME2115,Mechanics Of Machines,L1,125,4,4,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2121,Engineering Thermodynamics and Heat Transfer,L1,57,5,5,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2134,Fluid Mechanics I,L1,25,9,9,2,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2142,Feedback Control Systems,L1,17,3,3,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2162,MANUFACTURING PROCESSES,L1,91,3,3,2,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3163,Introduction to Cyber Physical Systems,L01,4,5,4,0,1,0,0,0
College of Design and Eng,Mechanical Engineering,ME3211,Mechanics Of Solids,L1,0,3,0,0,3,0,0,0
College of Design and Eng,Mechanical Engineering,ME3242,Automation,L1,10,6,6,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3243,Robotic System Design,L01,2,9,2,0,7,0,0,0
College of Design and Eng,Mechanical Engineering,ME3252,Materials for Mechanical Engineering,L1,6,8,6,0,2,0,0,0
College of Design and Eng,Mechanical Engineering,ME3261,Computer-Aided Design And Manufacturing,L1,38,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3263,Design For Manufacturing And Assembly,L1,43,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4101A,Bachelor Of Engineering Dissertation,L1,268,18,18,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4101B,Mechanical Systems Design,L1,116,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXA1,2,5,2,0,3,0,0,0
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXA2,5,8,5,0,3,0,0,0
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXB1,3,5,3,0,2,0,0,0
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXB2,6,3,3,3,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4103,Mechanical Engineering and Society,L1,83,7,7,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4223,Thermal Environmental Engineering,L1,13,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4226,Energy and Thermal Systems,L1,5,10,5,0,5,0,0,0
College of Design and Eng,Mechanical Engineering,ME4233,Computational Methods In Fluid Mechanics,L1,2,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4241,"Aircraft Performance, Stability and Control",L1,1,16,1,0,15,0,0,0
College of Design and Eng,Mechanical Engineering,ME4242,Soft Robotics,L1,4,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4245,Robot Mechanics and Control,L1,15,4,4,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4248,Manufacturing Simulation and Data Communication,L1,28,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4252,Nanomaterials for Energy Engineering,L1,52,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L1,22,7,7,3,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L10,22,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L2,24,3,3,2,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L3,23,2,2,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L4,24,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L5,23,11,11,6,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L6,22,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L7,24,3,3,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L8,22,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L9,22,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB2201,Bahasa Indonesia 2,L1,22,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB2201,Bahasa Indonesia 2,L2,24,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB2201,Bahasa Indonesia 2,L3,24,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB2201,Bahasa Indonesia 2,L4,25,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB3201,Bahasa Indonesia 3,L1,21,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB3201,Bahasa Indonesia 3,L2,21,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB3202,Bahasa Indonesia 4,L1,24,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB4201,Bahasa Indonesia 5,L1,24,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L1,11,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L10,10,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L2,12,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L3,11,4,4,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L4,12,6,6,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L5,10,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L6,10,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L7,11,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L9,12,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC2201,Chinese 2,L2,12,8,8,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC2201,Chinese 2,L3,12,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC3201,Chinese 3,L2,11,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC3201,Chinese 3,L3,12,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC3202,Chinese 4,L1,12,8,8,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC3204,Chinese for Business & Social Sciences,L1,16,14,14,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L1,5,13,5,0,8,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L10,10,13,10,0,3,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L11,9,12,9,0,3,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L12,5,11,5,0,6,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L13,11,13,11,0,2,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L2,10,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L3,8,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L4,8,10,8,0,2,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L5,11,18,11,0,7,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L6,2,10,2,0,8,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L7,12,20,12,0,8,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L8,9,16,9,0,7,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L9,14,10,10,4,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF2201,French 2,L1,17,6,6,1,0,0,0,0
