Faculty/School,Department,Module Code,Module Title,Module Class,UG,GD,DK,NG,CPE
"Coll. of Humanities &Sciences","Communications &New Media",HS2903,Sporting Bodies,L - L1 - 13221,34,x,x,x,x
"College of Design andEng",Architecture,AC5001,Architectural History of Singapore,L - L1 - 3261,x,22,x,x,x
"College of Design andEng",Architecture,AC5002,"Conservation Approaches andPhilosophies",L - L1 - 3266,x,18,x,x,x
"College of Design andEng",Architecture,AC5006,"Disaster Risk Management of CulturalHeritage",L - L1 - 3270,x,6,x,x,x
"College of Design andEng",Architecture,AC5007,Dissertation,L - L1 - 3274,x,22,x,x,x
"College of Design andEng",Architecture,AC5009,Design for Adaptive Reuse,L - L1 - 3279,x,11,x,x,x
"College of Design andEng",Architecture,AC5011,Conservation of C20th Buildings,L - L1 - 3281,x,9,x,x,x
"College of Design andEng",Architecture,AC5013,Practical Building Conservation Skills II,L - L1 - 14357,x,25,x,x,x
"College of Design andEng",Architecture,AC5014,Internship,L - L1 - 3285,x,14,x,x,x
"College of Design andEng",Architecture,AR1101,Design I,D - D1 - 3289,72,x,x,x,x
"College of Design andEng",Architecture,AR2101,Design 3,D - D1 - 3449,16,x,x,x,x
Faculty/School,Department,Module Code,Module Title,Module Class,UG,GD,DK,NG,CPE
"College of Design andEng",Architecture,AR2225,Reading Visual Images,L - L1 - 3630,0,x,x,2,x
"College of Design andEng",Architecture,AR2228,History & Theory of Architecture II,L - L1 - 12869,12,x,x,6,x
"College of Design andEng",Architecture,AR2328,Architectural Construction & Tectonics,L - L1 - 3650,8,x,x,x,x
"College of Design andEng",Architecture,AR3101,Design 5,D - D1 - 3661,58,x,x,2,x
"College of Design andEng",Architecture,AR3223,Introduction to Urbanism,L - L1 - 3771,42,x,x,0,x
"College of Design andEng",Architecture,AR4955,Topics in Architectural Design,E - E1 - 3814,10,x,x,x,x
"College of Design andEng",Architecture,AR5011,Research Methodology,L - L1 - 3816,x,15,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L1 - 3818,x,150,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L10 - 3820,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L11 - 3824,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L12 - 3827,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L13 - 3832,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L14 - 3838,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L15 - 3844,x,5,x,x,x
College of Design and,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L16 - 3853,x,5,x,x,x
Faculty/School,Department,Module Code,Module Title,Module Class,UG,GD,DK,NG,CPE
Eng,,,,,,,,,
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L17 - 3861,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L18 - 3870,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L19 - 3881,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L2 - 3889,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L20 - 3896,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L3 - 3903,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L4 - 3911,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L5 - 3919,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L6 - 3925,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L7 - 3935,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L8 - 3943,x,5,x,x,x
"College of Design andEng",Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L - L9 - 3954,x,5,x,x,x
"College of Design andEng",Architecture,AR5221,CONTEMPORARY THEORIES,L - L1 - 3958,29,43,x,x,x
"College of Design andEng",Architecture,AR5321,Advanced Architectural Integration,L - L1 - 3989,0,16,x,7,x
Faculty/School,Department,Module Code,Module Title,Module Class,UG,GD,DK,NG,CPE
"College of Design andEng",Architecture,AR5423,Architectural Practice,L - L1 - 4052,28,20,x,x,x
"College of Design andEng",Architecture,AR5601,Urban Design Theory and Praxis,L - L1 - 12898,7,x,x,x,x
"College of Design andEng",Architecture,AR5770,GRADUATE SEMINAR,L - L1 - 4074,x,30,x,x,x
"College of Design andEng",Architecture,AR5801,Options Design Research Studio 1,D - D1 - 4077,39,16,x,6,x
"College of Design andEng",Architecture,AR5802,Options Design Research Studio 2,D - D1 - 4328,x,10,x,x,x
"College of Design andEng",Architecture,AR5803,Architectural & Technology Design 1,D - D1 - 4332,x,50,x,x,x
"College of Design andEng",Architecture,AR5805,Advanced Architecture Studio,L - L1 - 4413,x,57,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - D1 - 4644,x,52,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT10 - 4649,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT11 - 4652,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT12 - 4654,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT13 - 4658,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT14 - 4661,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT15 - 4664,x,5,x,x,x
College of Design and,Architecture,AR5806,Architectural Design Research Report,D - DT16 - 4667,x,5,x,x,x
Faculty/School,Department,Module Code,Module Title,Module Class,UG,GD,DK,NG,CPE
Eng,,,,,,,,,
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT17 - 4669,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT18 - 4671,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT19 - 4673,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT2 - 4676,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT20 - 4680,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT21 - 4684,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT22 - 4690,x,7,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT23 - 4697,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT24 - 4702,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT25 - 4707,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT26 - 4712,x,5,x,x,x
"College of Design andEng",Architecture,AR5806,Architectural Design Research Report,D - DT27 - 4718,x,5,x,x,x
