Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful_Main,Successful_Reserve,Quota_Exceeded,Timetable_Clashes,Workload_Exceeded,Others
College of Design and Eng,Chemical & Biomolecular Eng,CN4102,Chemical Engineering Lab,S2,40,15,15,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4118,B.Eng. Dissertation,L1,20,3,3,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4119,Final Year Design Project,L1,70,57,57,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4123R,Final Year Design Project,L1,250,109,109,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4201R,Petroleum Refining,L1,48,22,22,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4221R,Control of Industrial Processes,L1,40,25,22,0,0,0,0,3
College of Design and Eng,Chemical & Biomolecular Eng,CN4227R,Advanced Process Control,L1,30,7,7,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4247R,Enzyme Technology,L1,30,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4248,Sustainable Process Development,L1,20,12,12,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4249,Engg. Design in Molecular Biotechnology,L1,30,6,6,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4251,Troubleshooting with Case Studies for Process Engineers,L1,30,17,17,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5111,OPTIMIZATION OF CHEMICAL PROCESSES,L1,20,10,10,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5172,BIOCHEMICAL ENGINEERING,L1,30,5,5,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,25,9,9,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5203,Circular Economy in the Chemical Industry,L1,30,6,6,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE2003,"Energy, Environment and Economics",L01,40,18,18,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE2155,Principles of Structural Mechanics and Materials,L01,98,43,43,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE2407B,Introduction to Numerical Methods for Engineers,L01,310,237,236,0,0,0,1,0
College of Design and Eng,Civil & Environmental Eng,CE3132,Hydrology and Free Surface Flows,L01,118,28,28,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE3166,Structural Steel Design and System,L01,118,2,2,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE4104,B. Eng. Dissertation,L01,150,4,4,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE2102,Principles & Practice in Environmental Monitoring,L01,50,46,46,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE4406,Energy Systems and Climate Change Mitigation,L01,55,12,12,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2012,Analytical Methods in Electrical and Computer Engineering,L01,30,30,30,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2022,Electrical Energy Systems,P01,9,6,6,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2023,Signals and Systems,P01,15,17,15,0,2,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2023,Signals and Systems,P02,16,17,16,0,1,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2026,Digital Design,L01,25,13,13,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2028,Microcontroller Programming and Interfacing,L01,32,6,6,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2211,Introduction to Machine Learning,L01,157,53,53,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3031,Innovation & Enterprise I,L01,18,9,9,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3331C,Feedback Control Systems,P01,90,9,9,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3431C,Microelectronics Materials and Devices,P01,65,13,13,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4115,Remote Sensing & Analysis with Deep Learning Techniques,P01,40,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4204,Computer Networks,P01,140,39,39,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4205,Quantum Communication and Cryptography,P01,39,7,6,0,0,1,0,0
College of Design and Eng,Electrical & Computer Eng,EE4210,Network Protocols and Applications,L01,148,36,36,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4212,Computer Vision,L01,40,18,18,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4218,Embedded Hardware System Design,P01,70,26,26,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4305,Fuzzy/Neural Systems for Intelligent Robotics,P01,65,35,35,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4308,Autonomous Robot Systems,P01,45,42,42,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4407,Analog Electronics,P01,37,14,14,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4409,Modern Microelectronic Devices & Sensors,L01,70,40,40,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4415,Integrated Digital Design,P01,38,28,28,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4434,"Integrated Circuit Technology, Design and Testing",P01,40,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4437,Photonics - Principles and Applications,L01,39,11,11,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4438,Solar Cells and Modules,P01,37,6,6,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4503,Power Electronics for Sustainable Energy Technologies,L01,97,28,28,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4511,Renewable Generation and Smart Grid,P01,56,19,19,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4513,Electric Vehicles and their Grid Integration,P01,57,15,15,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4802,Learning from Data,P01,30,11,11,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP2110,Design Project,L1,40,28,28,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP2111,Sensor System Electronics,L1,50,34,34,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP3903,Major Design Project 2,L1,21,3,3,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP4401,Optimization of Energy Systems,L1,29,4,4,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP4901,Research Project,L1,40,10,10,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP5402,Transport Phenomena in Energy Systems,L1,24,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2100,Probability Models With Applications,L1,120,82,82,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2111,Industrial & Systems Engrg Principles & Practice II,L1,135,119,117,0,2,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2141,Systems Thinking and Dynamics,L1,17,12,12,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2141,Systems Thinking and Dynamics,L2,36,11,11,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE3120,Manufacturing Logistics,L1,40,15,15,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4213,Learning from Data,P01,25,7,7,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4240,Project Management,L1,29,8,8,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4242,Cost Analysis And Management,L1,50,8,8,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4243,Decision Modeling & Risk Analysis,L1,42,7,7,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4246,"Decarbonisation: Principles, Metrics and Cases",L1,34,5,5,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4299,Selected Topics In Industrial Engineering,L1,40,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5202,APPLIED FORECASTING METHODS,L1,7,5,5,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5221,Transportation Modeling and Economics,L1,7,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5231,Statistical Methods for Process Design & Control,L1,5,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2102,Engineering Innovation and Modelling,P1,155,84,84,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2104,Engineering Principles and Practice II,P1,32,31,31,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2104,Engineering Principles and Practice II,P2,32,29,29,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2104,Engineering Principles and Practice II,P3,34,34,34,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2104,Engineering Principles and Practice II,P4,30,20,20,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2104,Engineering Principles and Practice II,P5,34,37,34,0,3,0,0,0
College of Design and Eng,Mechanical Engineering,ME2104,Engineering Principles and Practice II,P6,34,37,34,0,3,0,0,0
College of Design and Eng,Mechanical Engineering,ME2104,Engineering Principles and Practice II,P7,32,19,19,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2104,Engineering Principles and Practice II,P8,32,21,21,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2112,Strength of Materials,L1,155,106,105,0,0,0,1,0
College of Design and Eng,Mechanical Engineering,ME2114,Mechanics of Materials,L1,37,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2115,Mechanics Of Machines,L1,155,57,57,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2121,Engineering Thermodynamics and Heat Transfer,L1,154,119,119,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2134,Fluid Mechanics I,L1,155,66,66,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2135,Intermediate Fluid Mechanics,L1,170,61,61,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2142,Feedback Control Systems,L1,155,64,64,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2162,MANUFACTURING PROCESSES,L1,99,90,90,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3000,Independent Study 1,L1,50,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3221,Sustainable EnergyConversion,L1,37,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3241,Microprocessor Applications,L1,47,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3281,Microsystems Design And Applications,L1,32,9,9,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3291,Numerical Methods In Engineering,L1,42,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4101A,Bachelor Of Engineering Dissertation,L1,450,68,68,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4101B,Mechanical Systems Design,L1,150,41,40,0,0,0,0,1
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXA1,45,25,25,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXA2,45,12,12,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4103,Mechanical Engineering and Society,L1,150,72,72,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4212,Aircraft Structures,L1,55,18,18,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4227,Internal Combustion Engines,L1,40,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4231,Aerodynamics,L1,60,6,6,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4232,Small Aircraft and Unmanned Aerial Vehicles,L1,27,17,17,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4242,Soft Robotics,L1,52,23,23,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4253,Biomaterials Engineering,L1,70,18,18,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4262,Automation In Manufacturing,L1,70,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH1101E,Retelling Chinese Stories: Change and Continuity,L1,150,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH2141,General History of China,L1,75,41,40,0,0,0,1,0
Faculty of Arts & Social Sci,Chinese Studies,CH2221,Modern Chinese Literature,E1,40,14,14,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH2243,Chinese in Southeast Asia,E1,30,16,16,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH2276,Understanding Chinese Media and Cultural Industries,L1,50,8,7,0,0,0,1,0
Faculty of Arts & Social Sci,Chinese Studies,CH2291,Chinese Tradition (taught in English),L1,50,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH2299,Art of Modern and Contemporary China (in English),L1,25,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH2392,Chinese Women in Context (in English),L1,55,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH3230,Ci Lyric in the Tang-Song Period,L1,30,11,11,1,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH3244,Topics On Contemporary China,E1,30,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH3298,Chinese in Southeast Asia (in English),E1,30,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH4203,Chinese Dialectology,E1,5,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH4203HM,Chinese Dialectology,E1,15,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH4222HM,Chinese Classical Novels,E1,15,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH4224,Studies in Chinese Verse,E1,5,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH4262,Transregional Chinese Literary Connections,E1,5,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CH4262HM,Transregional Chinese Literary Connections,E1,15,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CL2103,Chinese Grammar,L1,40,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CL3104,Reading/Writing Chinese,E1,50,20,20,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,CL3218,External Influences on Chinese Language,E1,30,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Chinese Studies,TRA2101,Basic Translation,L1,73,1,0,0,0,0,1,0
Faculty of Arts & Social Sci,Communications & New Media,HS2902,"""Do Play Play"": The Importance of Play",L1,200,155,155,10,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,HS2911,Social Media and Mental Health,L1,99,165,99,0,66,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM2101,Theories of Communications and New Media,L1,120,77,75,0,0,0,2,0
Faculty of Arts & Social Sci,Communications & New Media,NM2103,Quantitative Research Methods,L1,100,67,67,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM2104,Qualitative Communication Research Methods,L1,130,61,61,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM2207,Computational Media Literacy,L1,24,25,24,0,1,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM2207,Computational Media Literacy,L2,35,12,12,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM2209,Social Psychology of New Media,L1,90,23,23,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM2219,Principles of Communication Management,L1,55,42,41,0,0,1,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM2220,Introduction to Media Writing,L1,50,19,19,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3205,Digital Media Cultures,L1,43,29,29,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3211,"News Writing, Editing and Publishing",L1,25,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3217,Principles of Visual Communication Design,L1,70,75,70,0,5,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3219,Writing for Communication Management,L1,40,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3230,Digital Storytelling,E1,35,17,17,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3230,Digital Storytelling,E2,35,27,27,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3241,Cultural Studies: Theory and Practice,L1,25,21,21,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3243,User Experience Design,L1,75,52,52,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3244,Consulting as a Communication & Career Skill,E1,25,14,14,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM3245,Managing Arts and Cultural Events,E1,40,18,18,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4102HM,Advanced Communications & New Media Research,E1,30,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4206,Media Policy and Regulation,E1,4,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4206HM,Media Policy and Regulation,E1,30,12,12,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4207HM,Managing Communication Campaigns,E1,30,14,13,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NM4208HM,Strategic Communication Design,E1,17,23,17,0,6,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4212,"Race, Media, and Representation",E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4212HM,"Race, Media, and Representation",E1,30,40,30,0,10,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4213,Digital Economies,E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4213HM,Digital Economies,E1,30,20,20,1,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4230HM,Communications for Social Change,E1,30,26,26,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4231HM,Digital Media Storytelling Strategies,E1,20,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4238HM,Software Studies,E1,30,17,17,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4242HM,Critical Perspectives on Technology,E1,30,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4244HM,Sex in the Media,E1,30,28,28,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4245HM,Political Communication,E1,30,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4247HM,Creative Writing in the Marketplace,E1,20,20,20,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4247HM,Creative Writing in the Marketplace,E2,20,14,14,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4254HM,The City and Public Culture,E1,30,18,18,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4255,Social Media and Computational Communication,E2,5,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4255HM,Social Media and Computational Communication,E1,30,19,18,0,0,0,0,1
Faculty of Arts & Social Sci,Communications & New Media,NM4255HM,Social Media and Computational Communication,E2,35,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4257,Multiplatform Advertising Strategies,E1,4,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4257HM,Multiplatform Advertising Strategies,E1,30,14,14,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4258HM,Health Communication,E1,30,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4260HM,Game Design,E1,30,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Communications & New Media,NM4880HHM,(Special Topics): Entertainment for social good,E1,30,9,8,0,0,0,0,1
Faculty of Arts & Social Sci,Economics,EC1101E,Introduction to Economic Analysis,L1,278,45,44,0,0,0,1,0
Faculty of Arts & Social Sci,Economics,EC1101E,Introduction to Economic Analysis,L2,280,28,25,0,0,0,3,0
Faculty of Arts & Social Sci,Economics,EC2101,Microeconomic Analysis I,L1,365,253,247,0,0,0,3,3
Faculty of Arts & Social Sci,Economics,EC2102,Macroeconomic Analysis I,L1,265,113,112,0,0,0,0,1
Faculty of Arts & Social Sci,Economics,EC2104,Quantitative Methods for Economic Analysis,L1,170,107,106,0,0,0,1,0
Faculty of Arts & Social Sci,Economics,EC2303,Foundations for Econometrics,L1,185,51,49,1,0,0,2,0
Faculty of Arts & Social Sci,Economics,EC2383,Environmental Economics,L1,130,18,18,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3101,Microeconomic Analysis II,L1,220,194,192,0,0,1,0,1
Faculty of Arts & Social Sci,Economics,EC3102,Macroeconomic Analysis II,L1,165,146,144,0,0,0,1,1
Faculty of Arts & Social Sci,Economics,EC3303,Econometrics I,L1,215,126,126,1,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3304,Econometrics II,L1,190,54,54,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3314,Mathematics for Economists,L1,50,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3332,Money and Banking I,L1,105,46,45,0,0,1,0,0
Faculty of Arts & Social Sci,Economics,EC3333,Financial Economics I,L1,105,60,60,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3342,International Trade I,L1,30,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3343,International Finance I,L1,105,42,42,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3351,Public Finance,L1,30,13,13,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3361,Labour Economics I,L1,50,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3394,Economics and Psychology,L1,50,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC3396,Economic Analysis of Law I,E1,25,19,19,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4301,Microeconomic Analysis III,E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4301HM,Microeconomic Analysis III,E1,36,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4302,Macroeconomic Analysis III,E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4302HM,Macroeconomic Analysis III,E1,36,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4305,Applied Econometrics,E1,5,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4305HM,Applied Econometrics,E1,35,22,22,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4306,Applied Microeconomic Analysis,E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4306HM,Applied Microeconomic Analysis,E1,36,13,12,0,0,0,0,1
Faculty of Arts & Social Sci,Economics,EC4307,Issues in Macroeconomics,E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4307HM,Issues in Macroeconomics,E1,36,8,8,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4307HM,Issues in Macroeconomics,E2,36,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4308,Machine Learning and Economic Forecasting,E1,4,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4308HM,Machine Learning and Economic Forecasting,E1,36,24,24,1,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4313,Search Theory and Applications,E1,4,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Economics,EC4313HM,Search Theory and Applications,E1,36,33,33,0,0,0,0,0
