Faculty,Department,Code,Title,Class,UG,GD,DK,NG,CPE
College of Design and Eng,Biomedical Engineering,BN3402,Bio-Analytics for Engineers,L1,5,-1,-1,0,-1
College of Design and Eng,Biomedical Engineering,BN4102,Gerontechnology in Ageing,L1,5,-1,-1,1,-1
College of Design and Eng,Biomedical Engineering,BN4202,Biofluids Dynamics,L1,43,0,-1,5,-1
College of Design and Eng,Biomedical Engineering,BN4203,Robotics in Rehabilitation,L1,1,-1,-1,2,-1
College of Design and Eng,Biomedical Engineering,BN4303,Tissue Engineering for Designing Food,L1,15,-1,-1,4,-1
College of Design and Eng,Biomedical Engineering,BN4404,Bioelectromechanical Systems - Biomems,L1,37,-1,-1,1,-1
College of Design and Eng,Biomedical Engineering,BN4406,Biophotonics And Bioimaging,L1,42,-1,-1,0,-1
College of Design and Eng,Biomedical Engineering,BN5001,Independent Research Project,L1,-1,26,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN5102,Clinical Instrumentation,L1,-1,18,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN5201,Advanced Biomaterials,L1,0,17,-1,3,-1
College of Design and Eng,Biomedical Engineering,BN5202,Orthopaedic Biomechanics,L1,-1,14,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN5203,ADVANCED TISSUE ENGINEERING,L1,0,26,-1,4,-1
College of Design and Eng,Biomedical Engineering,BN5207,MEDICAL IMAGING SYSTEMS,L1,0,14,-1,2,-1
College of Design and Eng,Biomedical Engineering,BN5209,FRONTIERS IN NEUROTECHNOLOGY,L1,0,0,-1,0,-1
College of Design and Eng,Biomedical Engineering,BN5303,Tissue Engineering for Designing Food,L1,-1,33,-1,1,-1
College of Design and Eng,Biomedical Engineering,BN5513,Medical Device Regulation in ASEAN and AsiaPacific,L1,-1,-1,-1,-1,40
College of Design and Eng,Biomedical Engineering,BN5517,Pre-Market Requirements and Post Market Surveillance,L1,-1,-1,-1,-1,20
College of Design and Eng,Biomedical Engineering,BN5518,Next-Generation Device Regulations,L1,-1,-1,-1,-1,20
College of Design and Eng,Biomedical Engineering,BN5666,Industrial Attachment,L1,-1,10,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN5999,GRADUATE SEMINARS,E1,-1,65,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN6202,Advanced Human Motion Biomechanics,L1,-1,27,-1,-1,-1
College of Design and Eng,Biomedical Engineering,BN6401,Advanced Quantitative Fluorescence Microscopy,L1,-1,31,-1,1,-1
College of Design and Eng,Biomedical Engineering,BN6999,DOCTORAL SEMINARS,E1,-1,50,-1,-1,-1
College of Design and Eng,Built Environment,BPS5000,Dissertation,L1,-1,4,-1,-1,-1
College of Design and Eng,Built Environment,BPS5112,Green Building Integration and Evaluation Studio,L1,-1,29,-1,-1,-1
College of Design and Eng,Built Environment,BPS5112,Green Building Integration and Evaluation Studio,L2,-1,32,-1,-1,-1
College of Design and Eng,Built Environment,BPS5222,Indoor Environmental Quality,L1,-1,17,-1,-1,-1
College of Design and Eng,Built Environment,BPS5225,Building Energy Audit and Performance Measurement and Verification,L1,-1,23,-1,-1,-1
College of Design and Eng,Built Environment,BPS5226,Smart Buildings and Facilities,L1,-1,5,-1,-1,-1
College of Design and Eng,Built Environment,BPS5228,Advanced Building Materials and Structures,L1,-1,7,-1,-1,-1
College of Design and Eng,Built Environment,BPS5300,Topics in Building Performance and Sustainability,L1,-1,4,-1,-1,-1
College of Design and Eng,Built Environment,BS5770,GRADUATE SEMINAR,L1,-1,10,-1,-1,-1
College of Design and Eng,Built Environment,BS6770,PHD SEMINAR,L1,-1,10,-1,-1,-1
College of Design and Eng,Built Environment,IPM1103,Digital Construction,L1,5,-1,-1,3,-1
College of Design and Eng,Built Environment,IPM2103,Measurement (Building Works),L1,0,-1,-1,-1,-1
College of Design and Eng,Built Environment,IPM2104,Project Cost Management,L1,7,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF1101,Fundamentals of Project Management,L1,114,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF1103,Digital Construction,L1,20,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF1108,Introduction to Building Performance,L1,17,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF2103,Measurement (Building Works),L1,5,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF2108,Project Cost Management,L1,32,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF2110,Infrastructure and Facilities Management,L1,68,-1,-1,-1,-1
College of Design and Eng,Built Environment,PF2203,Quality and Productivity Management,L1,31,-1,-1,3,-1
College of Design and Eng,Built Environment,PF2504,Materials Technology,L1,59,-1,-1,2,-1
College of Design and Eng,Built Environment,PF2505,M&E Systems,L1,102,-1,-1,1,-1
College of Design and Eng,Built Environment,PF3201,Measurement (Specialist Works),L1,45,-1,-1,5,-1
College of Design and Eng,Built Environment,PF3207,Project Management Law,L1,80,-1,-1,2,-1
College of Design and Eng,Built Environment,PF3301,Maintainability of Facilities,L1,44,-1,-1,0,-1
College of Design and Eng,Built Environment,PF3305,Facilities Planning and Design,L1,78,-1,-1,1,-1
College of Design and Eng,Built Environment,PF3306,Facilities Management Law And Contracts,L1,88,-1,-1,10,-1
College of Design and Eng,Built Environment,PF3502,Smart Facilities,L1,20,-1,-1,2,-1
College of Design and Eng,Built Environment,PF4203,Project Dispute Management,L1,2,-1,-1,2,-1
College of Design and Eng,Built Environment,PF4208,Safety and Health Management,L1,60,-1,-1,4,-1
College of Design and Eng,Built Environment,PF4306,REITs Facilities Management,L1,52,-1,-1,1,-1
College of Design and Eng,Built Environment,PF4502,Green Development,L1,9,3,-1,3,-1
College of Design and Eng,Built Environment,PM5000,DISSERTATION,L1,-1,5,-1,-1,-1
College of Design and Eng,Built Environment,PM5101,PROJECT MANAGEMENT,L1,-1,54,-1,-1,-1
College of Design and Eng,Built Environment,PM5105,DEVELOPMENT FINANCE,L1,-1,56,-1,-1,2
College of Design and Eng,Built Environment,PM5107,TIME AND COST MANAGEMENT,L1,-1,55,-1,-1,2
College of Design and Eng,Built Environment,PM5109,PROJECT MANAGEMENT LAW,L1,-1,77,-1,-1,2
College of Design and Eng,Built Environment,PM5111,SPECIAL TOPICS IN PROJECT MANAGEMENT,L1,-1,5,-1,-1,-1
College of Design and Eng,Built Environment,PM5115,Project Finance Contracts and Agreements,L1,-1,71,-1,-1,-1
College of Design and Eng,Built Environment,PM5117,Urban Managment,L1,-1,66,-1,-1,-1
College of Design and Eng,CDE Dean's Office,BX5101,BUSINESS AND THE ENVIRONMENT,L1,-1,18,-1,-1,-1
College of Design and Eng,CDE Dean's Office,CDE2502,Cities for All,L01,77,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,CDE2503,Cities in Nature,L01,91,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DE5107,Environmental Planning,L1,-1,17,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DE5108,STUDY REPORT,L1,-1,60,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DE5109,DISSERTATION,L1,-1,40,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5102,Urban Planning History & Theory,L1,-1,25,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5106,Integrated Urban Planning Studio,L1,-1,30,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5106,Integrated Urban Planning Studio,L2,-1,28,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E1,-1,0,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E10,-1,1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E11,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E12,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E13,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E14,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E15,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E16,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E17,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E18,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E19,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E2,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E20,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E3,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E4,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E5,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E6,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E7,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E8,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5107,Dissertation,E9,-1,5,-1,-1,-1
College of Design and Eng,CDE Dean's Office,DEP5113,Quantitative Methods for Urban Planning,L1,-1,15,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG1311,Design and Make,L1,213,-1,-1,0,-1
College of Design and Eng,CDE Dean's Office,EG2101,Pathways to Engineering Leadership,L1,50,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2401A,Engineering Professionalism,L1,239,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2401A,Engineering Professionalism,L2,123,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2501,Liveable Cities,L01,343,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2604,Innovation Programme,L1,0,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2701A,Aspirational Project I,L1,20,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,EG2701B,Aspirational Project II,L1,10,-1,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5102,Integrated Studio Project 2,D1,-1,6,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5105,Principles of Sustainable Urbanism,L1,-1,29,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5105,Principles of Sustainable Urbanism,L2,-1,16,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5105,Principles of Sustainable Urbanism,L3,-1,28,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5105,Principles of Sustainable Urbanism,L4,-1,30,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5105,Principles of Sustainable Urbanism,L5,-1,30,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5106,Sustainability Models and Blueprints,L1,-1,25,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5106,Sustainability Models and Blueprints,L2,-1,17,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5106,Sustainability Models and Blueprints,L3,-1,28,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5106,Sustainability Models and Blueprints,L4,-1,30,-1,-1,-1
College of Design and Eng,CDE Dean's Office,ISD5106,Sustainability Models and Blueprints,L5,-1,30,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2102,Chemical Engineering Principles and Practice II,L1,69,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2103,Mass and Energy Balance,L1,22,-1,-1,15,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2104,Chemical Engineering Thermodynamics,L1,22,-1,-1,14,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2105,Reaction Engineering,L1,43,-1,-1,10,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN2106,Fluid Mechanics and Heat Transfer,L1,47,-1,-1,9,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3101,Chemical Engineering Process Lab I,S1,4,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S1,21,-1,-1,3,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S2,23,-1,-1,8,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3102,Chemical Engineering Process Lab II,S1,11,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3109,Chemical Engineering Process Laboratory III,S1,2,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3121,Process Dynamics & Control,L1,27,-1,-1,11,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3132,Separation Processes,L1,8,-1,-1,14,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3135,"Process Safety, Health and Environment",L1,33,-1,-1,10,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN3421A,Process Modeling And Numerical Simulation,L1,30,-1,-1,12,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4118,B.Eng. Dissertation,L1,29,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4118N,Capstone Research Project,L1,-1,-1,-1,2147483647,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4122,Process Synthesis and Simulation,L1,11,-1,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4122N,Process Synthesis and Simulation,L1,2147483647,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4123R,Final Year Design Project,L1,58,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4201R,Petroleum Refining,L1,7,-1,-1,10,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4221R,Control of Industrial Processes,L1,0,-1,-1,7,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4223R,Microelectronic Thin Films,L1,40,-1,-1,8,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4227R,Advanced Process Control,L1,24,-1,-1,10,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4247R,Enzyme Technology,L1,31,-1,-1,5,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4248,Sustainable Process Development,L1,21,-1,-1,6,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4249,Engg. Design in Molecular Biotechnology,L1,36,-1,-1,7,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN4251,Troubleshooting with Case Studies for Process Engineers,L1,0,-1,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5020,ADVANCED REACTION ENGINEERING,L1,-1,26,-1,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5040,ADVANCED TRANSPORT PHENOMENA,L1,-1,29,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5050,ADVANCED SEPARATION PROCESSES,L1,-1,49,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5111,OPTIMIZATION OF CHEMICAL PROCESSES,L1,23,13,-1,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5112,Introduction to Electrochemical Systems,L1,-1,32,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5172,BIOCHEMICAL ENGINEERING,L1,4,9,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,7,4,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5193,INSTRUMENTAL METHODS OF ANALYSIS,L1,-1,7,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5194,Carbon Capture Sequestration and Utilization,L1,4,2,-1,1,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5203,Circular Economy in the Chemical Industry,L1,0,0,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5215,Atomistic Modelling of Molecules and Materials,L1,4,0,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5252,Molecular and computational tools for biotechnology,L1,-1,33,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5550,Energy Systems Project,L1,-1,2147483647,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5555,Chemical Engineering Project,L1,-1,2147483647,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5666,Industrial Attachment,L1,-1,2147483647,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN5999,GRADUATE SEMINARS,E1,-1,73,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN6020,Advanced Reaction Engineering,L1,-1,3,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN6163,Inorganic Nanomaterials for Sustainability,L1,-1,29,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,CN6999,DOCTORAL SEMINARS,E1,-1,134,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5001,Fundamentals in Process Safety,L1,-1,1,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5003,FUNDAMENTALS IN ENVIRONMENTAL PROTECTION,L1,-1,0,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5004,Fundamentals in Industrial Hygiene,L1,-1,3,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5005,Risk Analysis & Safety Analytics,L1,-1,0,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5101,INDUSTRIAL TOXICOLOGY,L1,-1,18,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5101C,Industrial Toxicology,L1,-1,2147483647,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5105,Noise and Other Physical Hazards,L1,-1,0,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5201,Process Hazard Analysis,L1,-1,9,-1,0,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5205,Crisis and Incident Management,L1,-1,7,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5209,Process Safety Digitalization,L1,-1,5,-1,0,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5401,"Safety, Health, Environment & Quality Management System",L1,-1,0,-1,-1,0
College of Design and Eng,Chemical & Biomolecular Eng,SH5403,INDEPENDENT STUDY,L1,-1,37,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5404,Safety Health and Environmental Project,L1,-1,2147483647,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5407,Sustainable Energy and Environment,L1,-1,2147483647,-1,2147483647,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5408,Electrical Safety,L1,-1,19,-1,-1,-1
College of Design and Eng,Chemical & Biomolecular Eng,SH5666,"Industrial Safety, Health and Environment Practices",L1,-1,2147483647,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE2003,"Energy, Environment and Economics",L01,17,-1,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE2155,Principles of Structural Mechanics and Materials,L01,21,-1,-1,10,-1
College of Design and Eng,Civil & Environmental Eng,CE2407B,Introduction to Numerical Methods for Engineers,L01,25,-1,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE3115,Geotechnical Engineering,L01,25,-1,-1,6,-1
College of Design and Eng,Civil & Environmental Eng,CE3132,Hydrology and Free Surface Flows,L01,94,-1,-1,10,-1
College of Design and Eng,Civil & Environmental Eng,CE3166,Structural Steel Design and System,L01,101,-1,-1,6,-1
College of Design and Eng,Civil & Environmental Eng,CE3203,Optimization and Algorithms for Civil Engineers,L01,2147483647,-1,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE3204,Data Management for Civil Engineers,L01,2147483647,-1,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE4103,Design Project,L01,22,-1,-1,3,-1
College of Design and Eng,Civil & Environmental Eng,CE4104,B. Eng. Dissertation,L01,86,-1,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE5001,Research Project,L01,-1,26,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE5002A,Capstone Project for Structural Engineering,L01,-1,89,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE5002B,Capstone Project for Geotechnical Engineering,L01,-1,93,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE5002D,Capstone Project for Transportation Engineering,L01,-1,45,-1,-1,-1
College of Design and Eng,Civil & Environmental Eng,CE5002E,Capstone Project for Infrastructure Project Management,L01,-1,70,-1,-1,-1
