Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful_Main,Successful_Reserve,Quota_Exceeded,Timetable_Clashes,Workload_Exceeded,Others
College of Design and Eng,Architecture,LAD4008,Design 7 (Emphasies on Ecological Design),L1,12,7,5,0,0,0,0,2
College of Design and Eng,Biomedical Engineering,BN4103,Assistive Technology for Persons with Disability,L1,41,7,7,1,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN4301,Principles Of Tissue Engineering,L1,0,6,1,0,5,0,0,0
College of Design and Eng,Biomedical Engineering,BN4304,Engineering Strategies for Gene and Cell Manufacturing,L1,29,4,4,0,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN4501,Engineering Biology,L1,32,7,7,1,0,0,0,0
College of Design and Eng,Biomedical Engineering,BN4701,Serious Games for Health,L1,2,4,2,0,2,0,0,0
College of Design and Eng,Biomedical Engineering,BN5202,Orthopaedic Biomechanics,L1,0,2,0,0,0,0,0,2
College of Design and Eng,Built Environment,GES1019,Managing Singapore's Built Environment,L1,35,7,7,4,0,0,0,0
College of Design and Eng,Built Environment,GESS1014,Managing Singapore's Built Environment,L1,75,14,14,5,0,0,0,0
College of Design and Eng,Built Environment,IPM1102,Infrastructure and Project Management Law,L1,48,1,1,0,0,0,0,0
College of Design and Eng,Built Environment,IPM3101,Project Feasibility,L1,20,2,2,0,0,0,0,0
College of Design and Eng,Built Environment,PF1101,Fundamentals of Project Management,L1,144,59,58,6,0,0,1,0
College of Design and Eng,Built Environment,PF2107,Construction Technology,L1,18,2,2,0,0,0,0,0
College of Design and Eng,Built Environment,PF2109,Project Feasibility,L1,5,1,0,0,0,0,0,1
College of Design and Eng,Built Environment,PF2205,Project Finance,L1,82,10,9,1,0,0,0,1
College of Design and Eng,Built Environment,PF3105,Research Methods,L1,23,1,1,0,0,0,0,0
College of Design and Eng,Built Environment,PF3205,Advanced Measurement,L1,29,1,1,0,0,0,0,0
College of Design and Eng,Built Environment,PF3210,Total Building Performance,L1,48,4,4,0,0,0,0,0
College of Design and Eng,Built Environment,PF3211,AI Applications for the Built Environment,L1,56,2,2,0,0,0,0,0
College of Design and Eng,Built Environment,PF3307,Strategic Facilities Management,L1,45,3,3,0,0,0,0,0
College of Design and Eng,Built Environment,PF3504,Energy Management,L1,38,6,6,0,0,0,0,0
College of Design and Eng,Built Environment,PF4102,Contract and Procurement Management,L1,28,2,2,0,0,0,0,0
College of Design and Eng,Built Environment,PF4209,Construction Enterprise Management,L1,20,1,1,0,0,0,0,0
College of Design and Eng,Built Environment,PF4213,Building Energy Analysis and Simulation,L1,2,10,2,0,8,0,0,0
College of Design and Eng,Built Environment,PF4309,Infrastructure Operations and Maintenance,L1,18,4,4,2,0,0,0,0
College of Design and Eng,Built Environment,PF4502,Green Development,L1,5,9,8,0,1,0,0,0
College of Design and Eng,CDE Dean's Office,CDE2501,Liveable Cities,L01,262,117,117,10,0,0,0,0
College of Design and Eng,CDE Dean's Office,CDE3504,Smart Cities,L01,24,6,6,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,CDE3505,Planning and Governing Cities,L01,47,5,5,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,CDE4501,Topics in Challenges of Cities,L01,46,4,4,0,0,0,0,0
College of Design and Eng,CDE Dean's Office,DEP5112,Planning Policy and Process,L1,0,5,0,0,0,0,0,5
College of Design and Eng,CDE Dean's Office,EG1311,Design and Make,L1,8,33,8,0,24,0,0,1
College of Design and Eng,CDE Dean's Office,EG2401A,Engineering Professionalism,L1,20,67,20,0,47,0,0,0
College of Design and Eng,CDE Dean's Office,EG2401A,Engineering Professionalism,L2,9,80,9,0,71,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN2103,Material and Energy Balances,L1,31,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN2104,Chemical Engineering Thermodynamics,L1,38,6,6,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN2105,Reaction Engineering,L1,12,2,2,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S2,46,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN3103,Mass Transfer and Separation Processes,L1,4,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4101,Process Control and Safety,L1,75,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4118,B.Eng. Dissertation,L1,38,2,2,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4119,Final Year Design Project,L1,45,33,33,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4122,Process Synthesis and Simulation,L1,4,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4203R,Polymer Engineering,L1,32,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4205R,Pinch Analysis and Process Integration,L1,26,4,4,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4215R,Food Technology and Engineering,L1,33,3,3,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4218,Particle Technology Fundamentals and Applications,L1,33,2,2,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN4233R,Good Manufacturing Practices in Pharmaceutical Industry,L1,0,3,0,0,3,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5190,Hydrogen Energy and Technology,L1,2,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5191,Project Engineering,L1,14,2,2,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5204,Green Chemical Process and Technology,L1,6,1,1,1,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5246,Catalysis Science and Engineering,L1,3,1,1,0,0,0,0,0
College of Design and Eng,Chemical & Biomolecular Eng,CN5251,Membrane Science & Technology,L1,3,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE2134,Fluid Mechanics,L01,6,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE2407A,Uncertainty Analysis for Engineers,L01,70,33,33,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE3001,Water-Food-Energy Nexus,L01,35,6,6,1,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE3155A,Structural Behaviour,L01,53,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE3155B,Structural Modelling,L01,54,3,3,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE3165,Structural Concrete Design,L01,34,2,2,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE4104,B. Eng. Dissertation,L01,65,11,10,0,0,0,1,0
College of Design and Eng,Civil & Environmental Eng,CE5010QA,Finite Element Concepts & Applications,L01,0,1,0,0,0,0,0,1
College of Design and Eng,Civil & Environmental Eng,CE5108QA,Key Principles and Concepts of Earth Retention Systems,L01,11,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5113QA,Geotechnical Site Investigation,L01,14,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5113QB,Geophysical Methods & Geotechnical Monitoring,L01,15,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5209,Transportation Data Analytics and Modeling,L01,8,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5315,Climate Science for Engineers,L01,10,1,0,0,0,1,0,0
College of Design and Eng,Civil & Environmental Eng,CE5509QA,Advanced Structural Steel Design,L01,13,5,5,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5509QB,Design of Composite Steel and Concrete Structures,L01,14,5,5,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5807QA,Digital Technologies for Construction,L01,21,4,4,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,CE5807QB,Integrated Construction Logistics,L01,21,5,5,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE2001,Environmental Challenges in the Anthropocene,L01,2,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE3201,Air Quality in Changing Environments,L01,17,2,2,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE4501,Design Project,DL01,57,3,3,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE4502R,B. Eng. Dissertation,L01,58,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,ESE5880A,Topics in Environmental Engineering: Chem. & Lab Safety,L01,6,1,1,0,0,0,0,0
College of Design and Eng,Civil & Environmental Eng,GEC1040,A Culture of Sustainability,L01,76,9,9,4,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2012,Analytical Methods in Electrical and Computer Engineering,L01,2,3,2,0,0,0,0,1
College of Design and Eng,Electrical & Computer Eng,EE2023,Signals and Systems,P01,2,2,0,0,0,0,1,1
College of Design and Eng,Electrical & Computer Eng,EE2023,Signals and Systems,P02,2,3,0,0,0,0,1,2
College of Design and Eng,Electrical & Computer Eng,EE2026,Digital Design,L01,34,64,34,0,29,0,0,1
College of Design and Eng,Electrical & Computer Eng,EE2028,Microcontroller Programming and Interfacing,L01,0,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE2211,Introduction to Machine Learning,L01,152,30,30,3,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3031,Innovation & Enterprise I,L01,10,4,4,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3105,Beyond Sky - New Space Technology and Applications,P01,24,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3305,Robotic System Design,L01,0,2,0,0,2,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3306,Introduction to Cyber Physical Systems,L01,0,4,0,0,4,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3331C,Feedback Control Systems,P01,13,4,4,1,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3408C,Integrated Analog Design,P01,7,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3431C,Microelectronics Materials and Devices,P01,47,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3731C,Signal Analytics,L01,2,4,2,0,2,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE3801,Data Engineering Principles,P01,6,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4032,Blockchain Engineering,L01,5,3,3,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4101,RF Communications,P01,10,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4112,Radio Frequency Design and Systems,P01,5,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4204,Computer Networks,P01,60,7,7,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4211,Data Science for the Internet of Things,L01,6,6,6,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4302,Advanced Control Systems,P01,13,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4303,Industrial Control Systems,P01,35,4,4,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4435,Modern Transistors and Memory Devices,P01,8,2,2,2,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4502,Electric Drives & Control,P01,10,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4704,Image Processing and Analysis,P01,7,1,1,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE4705,Human-Robot Interaction,P01,5,2,2,0,0,0,0,0
College of Design and Eng,Electrical & Computer Eng,EE5139,Information Theory and its Applications,L01,2,2,2,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP1111,Engineering Principles In-Action,L1,8,3,3,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP2106,Principles of Continua,L1,10,7,7,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP2107,Numerical Methods and Statistics,L1,7,1,1,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP3201,Machine Learning in Robotics and Engineering,L1,9,3,3,0,0,0,0,0
College of Design and Eng,Engineering Science Programme,ESP4901,Research Project,L1,37,5,0,0,0,0,0,5
College of Design and Eng,Industrial Design,CDE2000,Creating Narratives,L1,39,72,39,0,32,0,0,1
College of Design and Eng,Industrial Design,DTK1234,Design Thinking,L1,7,12,9,0,3,0,0,0
College of Design and Eng,Industrial Design,ID2114,The Appreciation of Wood Craft,D1,0,5,0,0,5,0,0,0
College of Design and Eng,Industrial Design,ID2117,The Art of Imaginative Sketching,L2,1,12,1,0,11,0,0,0
College of Design and Eng,Industrial Design,ID2117,The Art of Imaginative Sketching,L3,1,4,1,0,3,0,0,0
College of Design and Eng,Industrial Design,ID2118,Product Photography,L1,0,2,0,0,2,0,0,0
College of Design and Eng,Industrial Design,ID2119,Typographic Form and Communication,L1,0,2,1,0,1,0,0,0
College of Design and Eng,Industrial Design,ID3124,Creative Communication & Design Argumentation,D1,21,2,2,0,0,0,0,0
College of Design and Eng,Industrial Design,ID3125,"Colours, Materials & Finishing",D1,0,1,0,0,0,0,0,1
College of Design and Eng,Industrial Design,ID3128,Electronic Media and Production for Design,L1,15,5,4,0,0,0,1,0
College of Design and Eng,Industrial Design,ID3130,Branding and the Elements of Storytelling,L1,6,5,5,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE1111R,Industrial & Systems Engrg Principles & Practice I,L1,3,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2110,Operations Research I,L1,0,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2141,Systems Thinking and Dynamics,L1,177,12,12,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE2141,Systems Thinking and Dynamics,L2,42,21,21,2,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE3101,Statistics For Engineering Applications,L1,30,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE3105,Fundamentals of Systems Engineering and Architecture,L1,31,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4210,Operations Research II,L1,23,4,4,1,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4211,Modelling & Analytics,L1,9,7,7,1,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4214,Revenue Management and Pricing Analytics,L1,9,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4215,Machine Learning for Industrial Engineering,L1,37,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4220,Supply Chain Modelling,L1,17,1,1,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE4248,Energy and Green Economy,L1,38,2,2,0,0,0,0,0
College of Design and Eng,Industrial Systems Eng & Mgmt,IE5301,Human Factors In Engineering And Design,L1,2,7,2,0,5,0,0,0
College of Design and Eng,Materials Science & Eng,MLE1001B,Materials Science & Engineering Principles & Practice 1,L1,32,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE2102,Principles of Renewable Energy,L1,34,5,5,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE2103A,Materials Kinetics & Processing,L1,17,6,6,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE2301,Introduction to Materials Science & Engineering,L1,21,3,3,1,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3101,Materials Characterization Laboratory,L1,18,4,4,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3101A,Materials Characterization,L1,17,4,4,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3103,Materials Design: Aerospace to Biomedical Applications,L1,28,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3104,Polymeric and Composite Materials,L1,34,3,3,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE3202,Materials for Biointerfaces,L1,38,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE4210,Materials for energy storage and conversion,L1,13,2,2,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE4212,Advanced Structural Materials,L1,37,3,3,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE4213,Innovation & Product Development for Material Engineers,L1,47,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE4219,Materials for Optics: from Quantum Light to Nanodevices,L1,40,1,1,0,0,0,0,0
College of Design and Eng,Materials Science & Eng,MLE4228,Materials For Robotic Sensing And Actuation,L1,45,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P1,3,5,3,0,2,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P2,3,2,2,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P3,3,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P4,2,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P5,2,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P6,4,6,4,0,2,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P7,2,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME1102,Engineering Principles and Practice I,P8,3,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2102,Engineering Innovation and Modelling,P1,2,12,6,0,6,0,0,0
College of Design and Eng,Mechanical Engineering,ME2112,Strength of Materials,L1,9,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2115,Mechanics Of Machines,L1,40,7,7,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2121,Engineering Thermodynamics and Heat Transfer,L1,36,8,8,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2134,Fluid Mechanics I,L1,6,6,6,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2142,Feedback Control Systems,L1,24,6,6,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME2162,MANUFACTURING PROCESSES,L1,7,5,5,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3122,Heat Transfer,L1,26,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3163,Introduction to Cyber Physical Systems,L01,0,4,0,0,4,0,0,0
College of Design and Eng,Mechanical Engineering,ME3211,Mechanics Of Solids,L1,10,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3243,Robotic System Design,L01,0,2,0,0,2,0,0,0
College of Design and Eng,Mechanical Engineering,ME3252,Materials for Mechanical Engineering,L1,3,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3261,Computer-Aided Design And Manufacturing,L1,19,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME3263,Design For Manufacturing And Assembly,L1,34,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4101A,Bachelor Of Engineering Dissertation,L1,239,27,27,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4101B,Mechanical Systems Design,L1,83,5,5,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXA2,3,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXB1,30,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4102,Standards in Mechanical Engineering,PXB2,5,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4103,Mechanical Engineering and Society,L1,111,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4226,Energy and Thermal Systems,L1,10,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4233,Computational Methods In Fluid Mechanics,L1,26,2,2,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4241,"Aircraft Performance, Stability and Control",L1,2,3,3,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4245,Robot Mechanics and Control,L1,3,3,3,1,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4252,Nanomaterials for Energy Engineering,L1,55,1,1,0,0,0,0,0
College of Design and Eng,Mechanical Engineering,ME4291,Finite Element Analysis,L1,2,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L1,14,2,2,2,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L2,12,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L3,20,7,7,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L4,14,2,2,2,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L5,15,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L6,18,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L7,21,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB1201,Bahasa Indonesia 1,L8,19,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB2201,Bahasa Indonesia 2,L1,14,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB2201,Bahasa Indonesia 2,L2,16,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB2201,Bahasa Indonesia 2,L3,21,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB3201,Bahasa Indonesia 3,L1,14,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAB3202,Bahasa Indonesia 4,L1,16,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L1,3,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L10,7,3,3,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L2,9,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L3,10,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L4,9,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L6,5,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L7,13,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L8,11,2,2,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC1201,Chinese 1,L9,11,3,3,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC2201,Chinese 2,L1,17,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC2201,Chinese 2,L2,12,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC2201,Chinese 2,L3,12,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC3201,Chinese 3,L1,15,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC3201,Chinese 3,L2,20,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC3202,Chinese 4,L1,17,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC3204,Chinese for Business & Social Sciences,L1,12,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAC4201HM,Chinese 5,L1,7,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L1,1,4,4,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L10,3,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L11,6,6,5,2,0,1,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L12,9,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L2,0,1,1,1,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L3,0,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Centre for Language Studies,LAF1201,French 1,L4,8,1,1,1,0,0,0,0
