Faculty,Department,Code,Title,Class,Vacancy,Demand,Successful_Main,Successful_Reserve,Quota_Exceeded,Timetable_Clashes,Workload_Exceeded,Others
Faculty of Arts & Social Sci,Psychology,PL4205HM,Developmental Processes,E1,11,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4207HM,Social Psychology: Theories and Methods,E1,12,10,10,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4218HM,Psychological Assessment,E1,23,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4219HM,Advanced Abnormal Psychology,E1,3,16,3,0,13,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4227HM,Behavioral Genetics for Social Scientists,E1,23,3,3,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4228HM,Criminal Forensic Psychology,E1,1,10,1,0,9,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4229HM,Psychological Therapies,E1,1,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4233HM,Psychology of Negotiation,E1,2,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4234HM,Patient and Health Care,E1,21,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4235HM,The Psychology of Moral Judgments,E1,16,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4236HM,Autism Spectrum and Related Conditions,E1,1,2,1,0,1,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4242HM,Historical Controversies in Psychology,E1,4,13,4,0,9,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4245HM,Data Science for Psychology: Methods and Applications,L1,19,11,11,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4249HM,The Psychology and Neuroscience of Mindfulness,E1,24,3,3,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4251HM,Sensation and Perception,E1,30,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4880FHM,Addictive Behaviours,E1,14,12,12,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4880GHM,Positive Psychology,E1,12,6,6,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PL4880KHM,Parenting and Child Development,E1,18,5,5,2,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLB1201,Psychology in Everyday Life,L1,79,16,16,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,EHE1,10,15,10,0,5,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,EHE2,23,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,EHO2,24,2,2,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,EME2,18,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,EMO1,3,11,3,0,8,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,EMO2,20,12,12,3,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,ETE1,14,16,14,0,2,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,ETO1,12,13,12,0,1,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8001,Cultivating Collaboration,EWO2,24,13,13,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8002A,Cultivating the Self,L1,23,83,23,0,60,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8002B,Cultivating the Self,L1,107,40,40,22,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EFE1,4,19,4,0,15,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EFO1,2,18,2,0,16,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EFO2,20,16,16,4,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EHE1,7,19,7,0,12,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EHO2,23,13,13,4,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EME2,19,17,17,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EMO1,1,10,1,0,9,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EWE1,1,11,1,0,10,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EWE2,23,12,12,4,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8003,Cultivating Resilience,EWO2,23,5,5,2,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EFE1,3,15,3,0,12,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EFO1,1,15,1,0,14,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EHE1,5,21,5,0,16,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EHE2,24,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EHO2,23,12,12,5,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EME1,7,15,7,0,8,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EMO1,3,10,3,0,7,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EMO2,20,16,16,4,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,ETE2,20,13,13,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8004,Optimizing Performance,EWO2,14,17,14,0,3,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EFE1,4,16,4,0,12,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EFO2,22,7,7,5,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EHO1,10,20,10,0,10,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EME1,12,19,12,0,7,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EME2,20,8,8,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EMO2,20,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,ETO2,19,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EWE1,18,18,18,0,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EWE2,20,2,2,1,0,0,0,0
Faculty of Arts & Social Sci,Psychology,PLS8005,Elevating Interpersonal Communication,EWO1,12,19,12,0,7,0,0,0
Faculty of Arts & Social Sci,Social Work,SW1101E,Social Work: A Heart-Head-Hand Connection,L1,107,11,11,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW2101,Working with Individuals and Families,L1,27,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW2104,Human Development over the Lifespan,L1,23,4,4,2,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW2105,Values & Skills for Helping Relationships,L1,17,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW2106,Social Group Work Practice,L1,39,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW3101,Social Work Research Methods,L1,32,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW3105,Community Work Practice,L1,45,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW3208,Negotiation & Conflict Resolution,L1,44,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW3209,Counselling Theories & Practice,L1,39,2,2,1,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW3211,Community-Based Family Services,L1,60,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW3221,Protection of Vulnerable Clients,L1,74,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW4103HM,Advanced Research and Evaluation,L1,60,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW4202HM,Special Areas of Social Work Practice,E1,6,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW4224HM,Financial Capability and Asset Building,E1,19,7,7,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW4224HM,Financial Capability and Asset Building,E2,20,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW4227HM,Advanced Family-Centred Social Work Practice,L1,24,9,9,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW4228HM,Social Work In Medical Setting,E1,7,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW4229HM,Working With Older Adults,L1,58,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Social Work,SW4230HM,Urban Youth Work,L1,8,5,5,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,AN1101E,Anthropology & Human Condition,L1,43,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,AN2202,Culture and Society,L1,29,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,AN2204,Media Anthropology,L1,27,10,10,1,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,AN3101,Anthropology and Theory,L1,26,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,AN3203,Cultures of Kinship,L1,35,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC1101E,Making Sense of Society,L1,81,27,26,0,0,0,1,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC2204,Social Inequalities : Who Gets Ahead?,L1,4,2,1,1,0,1,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC2205,Sociology of Family,L1,4,3,3,1,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC2209,"Money, Business and Social Networks",L1,8,13,8,0,5,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC2220,Gender Studies,L1,40,18,18,1,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC2222,Sports and Society,L1,19,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC2227,Sociology of Religion,L1,3,6,3,0,3,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC3101,Social Thought & Social Theory,L1,14,12,12,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC3203,Race and Ethnic Relations,L1,19,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC3206,Urban Sociology,L1,6,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC3209,Data Analysis in Social Research,L1,16,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC3211,"Science, Technology & Society",L1,13,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC3216,Self and Society,L1,10,6,6,1,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC3226,Markets and Society,L1,22,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC3228,Senses and Society,L1,26,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4101HM,Practising Anthropology and Sociology,L1,8,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4203,Sociology of Organizations,E1,4,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4203HM,Sociology of Organizations,E1,2,6,2,0,4,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4204HM,Social Policy & Social Planning,E1,19,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4211,Tourism and Culture: A Global Perspective,E1,5,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4218,"Religions, Secularity, Post-Secularity",E1,5,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4218HM,"Religions, Secularity, Post-Secularity",E1,20,4,4,1,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4219,Social Origins and Consequences of Financial Crises,E1,2,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4219HM,Social Origins and Consequences of Financial Crises,E1,6,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4220,Aging and Health,E1,5,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4222HM,Body and Society,E1,32,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4228,Making Sense of Violence,E1,2,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,Sociology and Anthropology,SC4228HM,Making Sense of Violence,E1,5,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,South Asian Studies,SN1101E,"Discover South Asia: People, Culture, Development",L1,49,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,South Asian Studies,SN2278,Introduction to Sikhism,E1,19,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,South Asian Studies,SN2280,"Marriage, Sex, Love in South Asia",L1,40,1,1,0,0,0,0,0
Faculty of Arts & Social Sci,South Asian Studies,SN3274,South Asian Cinema,E1,24,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE1101E,The Lands Below the Winds: Southeast Asia in the World,L1,68,6,6,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE2214,Beyond the Frame: Arts and Lives in Southeast Asia,E1,19,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE2217,War and Southeast Asia,L1,25,4,4,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE2224,Unmasked! An Introduction to Traditional Dance in SEA,E1,23,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE3214,Heritage and Heritagescapes in Southeast Asia,L1,12,3,3,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE3232,Death and Dying in Southeast Asia,L1,7,2,2,0,0,0,0,0
Faculty of Arts & Social Sci,Southeast Asian Studies,SE4101HM,Southeast Asia Studies: Theory and Practice,E1,15,1,1,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4004V,Aviation Law & Policy,E1,2147483647,8,8,5,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4007,Biotechnology Law,E1,2147483647,7,7,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4008AV,Carriage of Goods By Sea,E1,2147483647,4,4,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4009V,Modern Chinese Law & Legal Chinese,E1,2147483647,2,2,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4019V,Credit & Security,E1,2147483647,22,19,0,3,0,0,0
Faculty of Law,FoL Dean's Office,LL4021V,Environmental Law,E1,2147483647,11,11,3,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4029AV,International Commercial Arbitration,E1,2147483647,3,3,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4029V,International Commercial Arbitration,E1,2147483647,9,9,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4031V,International Environmental Law & Policy,E1,2147483647,3,3,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4032,International Investment Law,E1,2147483647,6,6,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4045V,Negotiation,E1,2147483647,18,9,0,9,0,0,0
Faculty of Law,FoL Dean's Office,LL4050V,Public International Law,E1,2147483647,2,2,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4056BV,Tax Planning And Policy,E1,2147483647,11,11,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4063V,Business & Finance For Lawyers,E1,2147483647,17,7,0,10,0,0,0
Faculty of Law,FoL Dean's Office,LL4064V,Competition Law and Policy,E1,2147483647,5,5,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4070V,Foundations Of Intellectual Property Law,E1,2147483647,8,8,4,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4099,Maritime Law,E1,2147483647,2,2,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4100,Arbitration and Dispute Resolution in China,E1,2147483647,5,5,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4102V,Advanced Torts,E1,2147483647,4,4,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4177V,Entertainment Law,E1,2147483647,40,14,0,26,0,0,0
Faculty of Law,FoL Dean's Office,LL4214,International and Comparative Oil and Gas Law,E1,2147483647,2,2,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4237V,"Law, Institutions, and Business in Greater China",E1,2147483647,26,18,0,8,0,0,0
Faculty of Law,FoL Dean's Office,LL4243V,The Effects of Space and Geography on Regulation,E1,2147483647,4,4,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4244V,CRIMINAL PRACTICE,E1,2147483647,5,5,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4251V,International Humanitarian Law,E1,2147483647,9,9,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4276,Advanced Contract Law,E1,2147483647,5,5,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4285V,International Dispute Settlement,E1,2147483647,7,5,0,2,0,0,0
Faculty of Law,FoL Dean's Office,LL4287V,ASEAN Law and Policy,E1,2147483647,13,13,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4303V,Law and Literature,E1,2147483647,3,3,3,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4322,Trade Finance Law,E1,2147483647,6,6,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4335V,Multinational Enterprises and International Law,E1,2147483647,8,8,3,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4344,Public and Private International Copyright Law,E1,2147483647,3,3,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4350V,Privacy & Data Protection Law,E1,2147483647,9,9,3,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4360Z,Current Challenges to Investment Arbitration,E1,2147483647,4,4,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4364V,Principles of Civil Law: Law of Obligations & Property,E1,2147483647,34,19,0,15,0,0,0
Faculty of Law,FoL Dean's Office,LL4383Z,International Arbitration & the New York Convention,E1,2147483647,4,0,0,4,0,0,0
Faculty of Law,FoL Dean's Office,LL4396,University Research Opportunities Program,E1,2147483647,2,2,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4405A,LAW OF INTELLECTUAL PROPERTY (A),E1,2147483647,36,16,0,20,0,0,0
Faculty of Law,FoL Dean's Office,LL4407,Law Of Insurance,E1,2147483647,26,18,0,8,0,0,0
Faculty of Law,FoL Dean's Office,LL4436V,Family Law and Practice,E1,2147483647,39,18,0,21,0,0,0
Faculty of Law,FoL Dean's Office,LL4454V,Commercial Conflict of Laws,E1,2147483647,23,18,0,5,0,0,0
Faculty of Law,FoL Dean's Office,LL4460,"Law, FinTech and the Platform Economy",E1,2147483647,14,14,2,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4461V,Compliance and Risk Management,E1,2147483647,31,14,0,17,0,0,0
Faculty of Law,FoL Dean's Office,LL4475V,Law and Practice of Investment Management,E1,2147483647,10,10,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4486,Investment Banking and Investment Firms,E1,2147483647,12,12,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4488,Digital Technologies and Human Rights,E1,2147483647,9,9,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4489V,Corporate Law and Economics,E1,2147483647,27,17,0,10,0,0,0
Faculty of Law,FoL Dean's Office,LL4491V,Law and the Humanities,E1,2147483647,6,6,1,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4492V,Principles of Financial Regulation,E1,2147483647,11,11,5,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4493,Law and Technology,E1,2147483647,12,10,0,2,0,0,0
Faculty of Law,FoL Dean's Office,LL4494V,Law of Money and Central Banking,E1,2147483647,12,12,5,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4507,Anglo-American Corporate Governance,E1,2147483647,1,1,0,0,0,0,0
Faculty of Law,FoL Dean's Office,LL4508,Int'l Perspectives on Corporate Social Responsibility,E1,2147483647,2,2,1,0,0,0,0
Faculty of Science,Biological Sciences,ENV3206,Evaluating Environmental Sustainability,L1,49,2,2,0,0,0,0,0
Faculty of Science,Biological Sciences,FSC2101,Forensic Science,L1,205,354,205,0,149,0,0,0
Faculty of Science,Biological Sciences,HSI2005,Our Science Stories and You,L1,22,10,10,4,0,0,0,0
Faculty of Science,Biological Sciences,LSM1111,Biological Challenges and Opportunities for Humankind,L1,0,36,0,0,35,0,0,1
Faculty of Science,Biological Sciences,LSM1301,General Biology,L1,159,50,50,3,0,0,0,0
Faculty of Science,Biological Sciences,LSM2105,Molecular Genetics,L1,97,93,93,4,0,0,0,0
Faculty of Science,Biological Sciences,LSM2107,Evolutionary Biology,L1,122,37,37,3,0,0,0,0
Faculty of Science,Biological Sciences,LSM2191,Laboratory Techniques in Life Sciences,L1,35,13,13,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM2241,Introductory Bioinformatics,L1,49,26,26,1,0,0,0,0
Faculty of Science,Biological Sciences,LSM2251,Ecology and Environment,L1,29,16,16,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM2252,Biodiversity,L1,81,11,11,1,0,0,0,0
Faculty of Science,Biological Sciences,LSM2302,Computational Thinking for Life Sciences,L1,114,19,19,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3201,Research and Communication in Life Sciences,L1,10,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3220,"Genes, Genomes and Biomedical Implications",L1,123,8,8,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3233,Developmental Biology,L1,26,5,5,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3234,Biological Imaging of Growth and Form,L1,26,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3236,Pattern Formation and Self- organisation in Biology,L1,28,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3254,Ecology of Aquatic Environments,L1,101,15,15,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3258,Comparative Botany,L1,21,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3265,Entomology,L1,33,5,5,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM3266,Avian Biology and Evolution,L1,32,4,4,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM4218,Biotechnology and Biotherapeutics,L1,3,10,3,0,7,0,0,0
Faculty of Science,Biological Sciences,LSM4227,Stem Cell Biology,L1,69,2,2,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM4228,Experimental Models for Human Disease and Therapy,L1,21,8,8,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM4242,Protein Engineering,L1,33,1,1,1,0,0,0,0
Faculty of Science,Biological Sciences,LSM4256,Evolution of Development,L1,7,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM4257,Aquatic Vertebrate Diversity,L1,18,2,2,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM4259,Evolutionary Genetics of Reproduction,L1,21,3,3,1,0,0,0,0
Faculty of Science,Biological Sciences,LSM4260,Plankton Ecology,L1,15,1,1,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM4262,Tropical Conservation Biology,L1,31,8,8,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM4267,Light & Vision in Animal Communication,L1,28,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,LSM4268,Environmental Bioacoustics,L1,36,3,3,0,0,0,0,0
Faculty of Science,Biological Sciences,SP3203,Aquatic Ecology Research,L1,29,5,5,0,0,0,0,0
Faculty of Science,Biological Sciences,ZB4171,Advanced Topics in Bioinformatics,L1,3,1,1,0,0,0,0,0
Faculty of Science,Chemistry,CM1102,Chemistry - The Central Science,L1,2147483647,27,24,2,0,0,1,2
Faculty of Science,Chemistry,CM1417,Fundamentals of Chemistry,L1,2147483647,51,50,0,0,1,0,0
Faculty of Science,Chemistry,CM2112,Chemistry of Elements,L1,0,1,0,0,1,0,0,0
Faculty of Science,Chemistry,CM2133,Foundations of Physical Chemistry,L1,20,9,8,1,0,0,1,0
Faculty of Science,Chemistry,CM2143,Basic Toolkit of Analytical Chemistry,L1,4,3,3,0,0,0,0,0
Faculty of Science,Chemistry,CM3111,Inorganic and Organometallic Chemistry,L1,2147483647,5,5,0,0,0,0,0
Faculty of Science,Chemistry,CM3121,Advanced Organic Chemistry,L1,2147483647,1,1,0,0,0,0,0
Faculty of Science,Chemistry,CM3131,Applications of Physical Chemistry,L1,2147483647,4,4,0,0,0,0,0
Faculty of Science,Chemistry,CM3141,Instrumental Techniques in Analytical Chemistry,L1,2147483647,1,1,0,0,0,0,0
Faculty of Science,Chemistry,CM3191,Chemical Synthesis Experiments,L1,2147483647,3,3,0,0,0,0,0
Faculty of Science,Chemistry,CM3252,Polymer Chemistry and Physics,L1,2147483647,4,4,0,0,0,0,0
Faculty of Science,Chemistry,CM3261,Environmental Chemistry,L1,2147483647,6,6,0,0,0,0,0
Faculty of Science,Chemistry,CM3267,Computational Thinking and Programming in Chemistry,L1,2147483647,12,12,0,0,0,0,0
Faculty of Science,Chemistry,CM4225,Organic Spectroscopy,L1,2147483647,2,2,0,0,0,0,0
Faculty of Science,Chemistry,CM4227,Chemical Biology,L1,2147483647,3,3,0,0,0,0,0
Faculty of Science,Chemistry,CM4228,Catalysis for sustainable chemical synthesis,L1,2147483647,1,1,0,0,0,0,0
Faculty of Science,Chemistry,CM4242,Advanced Analytical Techniques,L1,2147483647,3,3,0,0,0,0,0
Faculty of Science,Chemistry,CM4253,Materials Chemistry 2,L1,2147483647,5,5,0,0,0,0,0
Faculty of Science,Chemistry,CM4254,Chemistry of Semiconductors,L1,2147483647,5,5,0,0,0,0,0
Faculty of Science,Chemistry,HS2904,Driving Towards the Future: Battery Electric Vehicles,L1,10,68,10,0,58,0,0,0
Faculty of Science,FoS Dean's Office,SP2271,Introduction to the Scientific Literature,L1,200,115,113,5,0,0,2,0
Faculty of Science,FoS Dean's Office,SP2274,Engineering a Life-like Cell,L1,50,29,29,0,0,0,0,0
Faculty of Science,FoS Dean's Office,SP2274,Engineering a Life-like Cell,L3,50,10,10,0,0,0,0,0
Faculty of Science,FoS Dean's Office,SP2402,Science & Technology Industry Insights II,L1,47,22,22,2,0,0,0,0
Faculty of Science,Food Science & Technology,FST1101B,Science and Technology of Foods,L1,65,13,13,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST2110,Food Microbiology and Fermentation,L1,25,6,6,1,0,0,0,0
Faculty of Science,Food Science & Technology,FST3108,Food Safety and Regulation,L1,31,1,1,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST3109,Flavour Science,L1,28,1,1,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST3202,Nutrition and Disease Prevention,L1,51,3,3,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST4202,Nutritional Biochemistry,L1,52,1,1,0,0,0,0,0
Faculty of Science,Food Science & Technology,FST5301A,Scientific Principles of Nutraceuticals,L1,4,4,4,0,0,0,0,0
