Faculty,Department,Code,Title,Class,UG,GD,DK,NG,CPE
College of Design and Eng,Architecture,AR5011,Research Methodology,L1,x,15,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L1,x,150,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L10,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L11,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L12,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L13,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L14,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L15,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L16,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L17,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L18,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L19,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L2,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L20,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L3,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L4,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L5,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L6,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L7,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L8,x,5,x,x,x
College of Design and Eng,Architecture,AR5121,SPECIAL TOPICS IN TECHNOLOGY,L9,x,5,x,x,x
College of Design and Eng,Architecture,AR5221,CONTEMPORARY THEORIES,L1,x,185,x,x,x
College of Design and Eng,Architecture,AR5321,Advanced Architectural Integration,L1,x,160,x,20,x
College of Design and Eng,Architecture,AR5423,Architectural Practice,L1,x,150,x,x,x
College of Design and Eng,Architecture,AR5601,Urban Design Theory and Praxis,L1,x,150,x,x,x
College of Design and Eng,Architecture,AR5770,GRADUATE SEMINAR,L1,x,30,x,x,x
College of Design and Eng,Architecture,AR5801,Options Design Research Studio 1,D1,x,126,x,24,x
College of Design and Eng,Architecture,AR5802,Options Design Research Studio 2,D1,x,10,x,x,x
College of Design and Eng,Architecture,AR5803,Architectural & Technology Design 1,D1,x,50,x,x,x
College of Design and Eng,Architecture,AR5805,Advanced Architecture Studio,L1,x,150,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,D1,x,150,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT10,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT11,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT12,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT13,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT14,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT15,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT16,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT17,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT18,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT19,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT2,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT20,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT21,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT22,x,7,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT23,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT24,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT25,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT26,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT27,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT28,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT29,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT3,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT30,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT31,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT32,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT33,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT34,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT35,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT36,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT37,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT38,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT4,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT5,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT6,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT7,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT8,x,5,x,x,x
College of Design and Eng,Architecture,AR5806,Architectural Design Research Report,DT9,x,5,x,x,x
College of Design and Eng,Architecture,AR5807,Architectural Design Thesis,D1,x,120,x,x,x
College of Design and Eng,Architecture,AR5952B,Topics in Urbanism 2,L1,x,30,x,x,x
College of Design and Eng,Architecture,AR5954A,Topics in Landscape Architecture 1,L1,x,30,x,x,x
College of Design and Eng,Architecture,AR5955A,Topics in Research by Design 1,L1,x,20,x,x,x
College of Design and Eng,Architecture,AR5955B,Topics in Research by Design 2,L1,x,20,x,x,x
College of Design and Eng,Architecture,AR5955C,Topics in Research by Design 3,L1,x,20,x,x,x
College of Design and Eng,Architecture,AR5955D,Topics in Research by Design 4,L1,x,25,x,x,x
College of Design and Eng,Architecture,AR5955E,Topics in Research by Design 5,L1,x,20,x,x,x
College of Design and Eng,Architecture,AR5955F,Topics in Research by Design 6,L1,x,20,x,x,x
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L1,x,20,x,x,x
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L2,x,20,x,x,x
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L3,x,20,x,x,x
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L4,x,20,x,x,x
College of Design and Eng,Architecture,AR5956A,Topics in Design and Built Environment 1,L5,x,20,x,x,x
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL1,x,20,x,x,x
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL2,x,20,x,x,x
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL3,x,20,x,x,x
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL4,x,20,x,x,x
College of Design and Eng,Architecture,AR5956B,Topics in Design and Built Environment 2,EL5,x,20,x,x,x
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL1,x,25,x,x,x
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL2,x,25,x,x,x
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL3,x,25,x,x,x
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL4,x,25,x,x,x
College of Design and Eng,Architecture,AR5956C,Topics in Design and Built Environment 3,EL5,x,25,x,x,x
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL1,x,25,x,x,x
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL2,x,25,x,x,x
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL3,x,25,x,x,x
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL4,x,25,x,x,x
College of Design and Eng,Architecture,AR5956D,Topics in Design and Built Environment 4,EL5,x,25,x,x,x
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL1,x,25,x,x,x
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL2,x,25,x,x,x
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL3,x,25,x,x,x
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL4,x,25,x,x,x
College of Design and Eng,Architecture,AR5956E,Topics in Design and Built Environment 5,EL5,x,25,x,x,x
College of Design and Eng,Architecture,AR5957A,Topics in History and Theory of Architecture 1,E1,x,30,x,x,x
College of Design and Eng,Architecture,AR5957B,Topics in History and Theory of Architecture 2,E1,x,25,x,x,x
College of Design and Eng,Architecture,AR5957E,Topics in History and Theory of Architecture 5,E1,x,20,x,x,x
College of Design and Eng,Architecture,AR5957F,Topics in History and Theory of Architecture 6,E1,x,20,x,x,x
College of Design and Eng,Architecture,AR5958A,Topics in Urbanism 1,E1,x,25,x,x,x
College of Design and Eng,Architecture,AR5958B,Topics in Urbanism 2,E1,x,30,x,x,x
College of Design and Eng,Architecture,AR5958C,Topics in Urbanism 3,E1,x,20,x,x,x
College of Design and Eng,Architecture,AR5958D,Topics in Urbanism 4,L1,x,25,x,x,x
College of Design and Eng,Architecture,AR5958E,Topics in Urbanism 5,L1,x,25,x,x,x
College of Design and Eng,Architecture,AR5958F,Topics in Urbanism 6,L1,x,25,x,x,x
College of Design and Eng,Architecture,AR5959A,Topics in Design Technology 1,E1,x,20,x,x,x
College of Design and Eng,Architecture,AR5959B,Topics in Design Technology 2,E1,x,25,x,x,x
College of Design and Eng,Architecture,AR5959C,Topics in Design Technology 3,E1,x,25,x,x,x
College of Design and Eng,Architecture,AR5959D,Topics in Design Technology 4,E1,x,20,x,x,x
College of Design and Eng,Architecture,AR5959E,Topics in Design Technology 5,E1,x,25,x,x,x
College of Design and Eng,Architecture,AR6770,PHD SEMINAR,L1,x,21,x,x,x
College of Design and Eng,Architecture,DEP5108,MUP Internship Module,L1,x,30,x,x,x
College of Design and Eng,Architecture,DEP5110,Urban Design and Planning,L1,x,40,x,x,x
College of Design and Eng,Architecture,LA4202,Planting Design,L1,30,x,x,x,x
College of Design and Eng,Architecture,LA4301,Material and Design,L1,50,x,x,x,x
College of Design and Eng,Architecture,LA4701,MLA Studio: Quarter,D1,50,x,x,x,x
College of Design and Eng,Architecture,LA4701,MLA Studio: Quarter,D2,50,x,x,x,x
College of Design and Eng,Architecture,LA5201,Policy of Landscape,L1,x,30,x,x,x
College of Design and Eng,Architecture,LA5222,Urban Ecology and Design,L1,x,28,x,2,x
College of Design and Eng,Architecture,LA5301,Geo Design,L1,x,35,x,x,x
College of Design and Eng,Architecture,LA5701,MLA Studio: Country,D1,x,50,x,x,x
College of Design and Eng,Architecture,LAD1001,Design 1,L1,20,x,x,x,x
College of Design and Eng,Architecture,LAD1002,Design 2,L1,15,x,x,x,x
College of Design and Eng,Architecture,LAD1003,Introduction to Landscape Architecture,L1,35,x,x,x,x
College of Design and Eng,Architecture,LAD1003,Introduction to Landscape Architecture,L2,18,x,x,x,x
College of Design and Eng,Architecture,LAD2001,Design 3,L1,30,x,x,x,x
College of Design and Eng,Architecture,LAD2004,Planting Design and Horticulture,L1,20,x,x,x,x
College of Design and Eng,Architecture,LAD2005,Introductory GIS for Landscape Architecture,L1,30,x,x,x,x
College of Design and Eng,Architecture,LAD2006,Design 3,L1,30,x,x,x,x
College of Design and Eng,Architecture,LAD3001,Design 5,L1,20,x,x,x,x
College of Design and Eng,Architecture,LAD3004,Landscape Representation Techniques,L1,20,x,x,x,x
College of Design and Eng,Architecture,LAD3006,Basics of Ecology,L1,30,x,x,x,x
College of Design and Eng,Architecture,LAD4007,Political Eco and Land,L1,35,x,x,x,x
College of Design and Eng,Architecture,UD5221,Urban Design Theory and Discourse,L1,x,35,x,x,x
College of Design and Eng,Architecture,UD5521,Planning Process: Quantitative & Policy Dimensions,L1,x,40,x,x,x
College of Design and Eng,Architecture,UD5601,URBAN DESIGN STUDIO 1,D1,x,35,x,x,x
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L1,x,35,x,x,x
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L2,x,35,x,x,x
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L3,x,35,x,x,x
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L4,x,35,x,x,x
College of Design and Eng,Architecture,UD5622,Framework of Urban Design and Analysis,L5,x,70,x,x,x
College of Design and Eng,Architecture,UD5625,Methods and Tools for Urban Design,L1,x,40,x,x,x
College of Design and Eng,Architecture,UD5626,Urban Economics,L1,x,40,x,x,x
College of Design and Eng,Biomedical Engineering,BN3202,Musculoskeletal Biomechanics,L1,67,x,x,3,x
College of Design and Eng,Biomedical Engineering,BN4101,B.Eng. Dissertation,L1,2147483647,x,x,x,x
College of Design and Eng,Biomedical Engineering,BN4103,Assistive Technology for Persons with Disability,L1,50,x,x,x,x
College of Design and Eng,Biomedical Engineering,BN4301,Principles Of Tissue Engineering,L1,67,x,x,3,x
College of Design and Eng,Biomedical Engineering,BN4403,Cellular Bioengineering,L1,67,x,x,3,x
College of Design and Eng,Biomedical Engineering,BN4501,Engineering Biology,L1,67,x,x,3,x
College of Design and Eng,Biomedical Engineering,BN4701,Serious Games for Health,L1,40,x,x,x,x
College of Design and Eng,Biomedical Engineering,BN5001,Independent Research Project,L1,x,35,x,x,x
College of Design and Eng,Biomedical Engineering,BN5101,Biomedical Engineering Systems,L1,x,50,x,x,x
College of Design and Eng,Biomedical Engineering,BN5104,QUANTITATIVE PHYSIOLOGY PRINCIPLES IN BIOENGINEERING,L1,20,45,x,5,x
College of Design and Eng,Biomedical Engineering,BN5208,Biomedical Quality and Regulatory Systems,L1,x,64,x,4,2
College of Design and Eng,Biomedical Engineering,BN5210,BIOSENSORS AND BIOCHIPS,L1,20,50,x,x,x
College of Design and Eng,Biomedical Engineering,BN5302,Organs in a Dish: Organoid Bioengineering,L1,x,50,x,x,x
College of Design and Eng,Biomedical Engineering,BN5515,Clinical Design and Evaluation of Medical Devices,L1,x,x,x,x,20
College of Design and Eng,Biomedical Engineering,BN5516,"Medical Device Design, Development and Testing",L1,x,x,x,x,20
College of Design and Eng,Biomedical Engineering,BN5666,Industrial Attachment,L1,x,90,x,x,x
College of Design and Eng,Biomedical Engineering,BN5999,GRADUATE SEMINARS,E1,x,100,x,x,x
College of Design and Eng,Biomedical Engineering,BN6999,DOCTORAL SEMINARS,E1,x,150,x,x,x
College of Design and Eng,Built Environment,BPS5000,Dissertation,L1,x,5,x,x,x
College of Design and Eng,Built Environment,BPS5111,Integrated Building Design,L1,x,45,x,2,x
College of Design and Eng,Built Environment,BPS5112,Green Building Integration and Evaluation Studio,L1,x,29,x,x,x
College of Design and Eng,Built Environment,BPS5112,Green Building Integration and Evaluation Studio,L2,x,32,x,x,x
College of Design and Eng,Built Environment,BPS5221,Microclimate Design,L1,x,41,x,6,x
College of Design and Eng,Built Environment,BPS5223,Building Energy Performance - Passive Systems,L1,x,45,x,4,x
College of Design and Eng,Built Environment,BPS5224,Building Energy Performance - Active Systems,L1,x,45,x,4,x
College of Design and Eng,Built Environment,BPS5229,Data Science for the Built Environment,L1,x,42,x,8,x
College of Design and Eng,Built Environment,BPS5300,Topics in Building Performance and Sustainability,L1,x,5,x,x,x
College of Design and Eng,Built Environment,BS5770,GRADUATE SEMINAR,L1,x,30,x,x,x
College of Design and Eng,Built Environment,BS6770,PHD SEMINAR,L1,x,30,x,x,x
College of Design and Eng,Built Environment,GES1019,Managing Singapore's Built Environment,L1,45,x,x,5,x
College of Design and Eng,Built Environment,GESS1014,Managing Singapore's Built Environment,L1,100,x,x,x,x
College of Design and Eng,Built Environment,IPM4201,Smart Facility Management Robotics,L1,60,x,x,x,x
College of Design and Eng,Built Environment,PF1101,Fundamentals of Project Management,L1,828,x,x,x,x
College of Design and Eng,Built Environment,PF1107,Infrastructure and Project Management Law,L1,65,x,x,x,x
College of Design and Eng,Built Environment,PF2102,Structural Systems,L1,130,x,x,x,x
College of Design and Eng,Built Environment,PF2107,Construction Technology,L1,110,x,x,x,x
College of Design and Eng,Built Environment,PF2109,Project Feasibility,L1,110,x,x,x,x
College of Design and Eng,Built Environment,PF2205,Project Finance,L1,115,x,x,5,x
College of Design and Eng,Built Environment,PF3104,Project Execution,L1,150,x,x,x,x
College of Design and Eng,Built Environment,PF3105,Research Methods,L1,150,x,x,x,x
College of Design and Eng,Built Environment,PF3205,Advanced Measurement,L1,85,x,x,5,x
College of Design and Eng,Built Environment,PF3208,Project Leadership,L1,85,x,x,5,x
College of Design and Eng,Built Environment,PF3209,Building Information Modelling,L1,85,x,x,5,x
College of Design and Eng,Built Environment,PF3210,Total Building Performance,L1,115,x,x,5,x
College of Design and Eng,Built Environment,PF3211,AI Applications for the Built Environment,L1,145,x,x,5,x
College of Design and Eng,Built Environment,PF3307,Strategic Facilities Management,L1,85,x,x,5,x
College of Design and Eng,Built Environment,PF3504,Energy Management,L1,85,x,x,5,x
College of Design and Eng,Built Environment,PF4102,Contract and Procurement Management,L1,180,x,x,x,x
College of Design and Eng,Built Environment,PF4213,Building Energy Analysis and Simulation,L1,25,x,x,5,x
College of Design and Eng,Built Environment,PF4309,Infrastructure Operations and Maintenance,L1,85,x,x,5,x
College of Design and Eng,Built Environment,PF4502,Green Development,L1,27,3,x,x,x
College of Design and Eng,Built Environment,PM5000,DISSERTATION,L1,x,5,x,x,x
College of Design and Eng,Built Environment,PM5103,CONTRACT MANAGEMENT,L1,x,100,x,x,x
College of Design and Eng,Built Environment,PM5106,DESIGN MANAGEMENT,L1,x,100,x,x,x
College of Design and Eng,Built Environment,PM5111,SPECIAL TOPICS IN PROJECT MANAGEMENT,L1,x,5,x,x,x
College of Design and Eng,Built Environment,PM5112,RESEARCH METHODS,L1,x,100,x,x,x
College of Design and Eng,Built Environment,PM5113,Managing Projects using BIM,L1,x,30,x,x,x
College of Design and Eng,Built Environment,PM5114,Managing Complex Projects,L1,x,100,x,x,x
College of Design and Eng,Built Environment,PM5116,Project Finance Case Studies,L1,x,100,x,x,x
College of Design and Eng,CDE Dean's Office,BL5102,Environmental Science,L1,x,45,x,x,x
College of Design and Eng,CDE Dean's Office,DE5106,Environmental Management And Assessment,L1,x,50,x,x,x
College of Design and Eng,CDE Dean's Office,DE5108,STUDY REPORT,L1,x,30,x,x,x
College of Design and Eng,CDE Dean's Office,DE5109,DISSERTATION,L1,x,60,x,x,x
College of Design and Eng,CDE Dean's Office,DE5269,Environmental Economics and Sustainable Development,L1,x,50,x,x,x
College of Design and Eng,CDE Dean's Office,DEP5101,Urban Analysis Workshop,L1,x,40,x,x,x
College of Design and Eng,CDE Dean's Office,DEP5101A,Qualitative Methods for Urban Planning,L1,x,30,x,x,x
College of Design and Eng,CDE Dean's Office,DEP5103,Urban and Regional Planning,L1,x,30,x,x,x
College of Design and Eng,CDE Dean's Office,DEP5103,Urban and Regional Planning,L2,x,30,x,x,x
College of Design and Eng,CDE Dean's Office,DEP5104,Urban and Regional Economics,L1,x,35,x,x,x
College of Design and Eng,CDE Dean's Office,DEP5105,Urban Infrastructure and Mobility Systems,L1,x,40,x,x,x
College of Design and Eng,CDE Dean's Office,DEP5112,Planning Policy and Process,L1,x,30,x,x,x
College of Design and Eng,CDE Dean's Office,EG1311,Design and Make,L1,100,x,x,x,x
College of Design and Eng,CDE Dean's Office,EG2101,Pathways to Engineering Leadership,L1,50,x,x,x,x
College of Design and Eng,CDE Dean's Office,EG2401A,Engineering Professionalism,L1,400,x,x,x,x
College of Design and Eng,CDE Dean's Office,EG2401A,Engineering Professionalism,L2,244,x,x,x,x
College of Design and Eng,CDE Dean's Office,EG2501,Liveable Cities,L01,81,x,x,x,x
College of Design and Eng,CDE Dean's Office,EG2604,Innovation Programme,L1,24,x,x,x,x
College of Design and Eng,CDE Dean's Office,EG2701A,Aspirational Project I,L1,20,x,x,x,x
College of Design and Eng,CDE Dean's Office,EG2701B,Aspirational Project II,L1,10,x,x,x,x
College of Design and Eng,CDE Dean's Office,EG5911,Research Methodology & Ethics,L1,x,20,x,x,x
College of Design and Eng,CDE Dean's Office,ISD5101,Integrated Studio Project 1,D1,x,30,x,x,x
College of Design and Eng,CDE Dean's Office,ISD5101,Integrated Studio Project 1,D2,x,30,x,x,x
College of Design and Eng,CDE Dean's Office,ISD5103,Green Buildings in the Tropics,L1,x,30,x,x,x
College of Design and Eng,CDE Dean's Office,ISD5104,Energy and Ecology,L1,x,50,x,x,x
College of Design and Eng,CDE Dean's Office,LX5103,Environmental Law,E1,x,43,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN1101A,Chemical Engineering Principles and Practice I,L1,250,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN2103,Mass and Energy Balance,L1,235,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN2104,Chemical Engineering Thermodynamics,L1,235,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN2116,Chemical Kinetics & Reactor Design,L1,50,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN2122A,Fluid Mechanics,L1,35,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN2125,Heat & Mass Transfer,L1,35,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3101,Chemical Engineering Process Lab I,S1,14,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S1,45,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S2,45,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S3,45,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3101A,Chemical Engineering Process Lab,S4,45,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3102,Chemical Engineering Process Lab II,S1,15,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3109,Chemical Engineering Process Laboratory III,S1,60,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3121,Process Dynamics & Control,L1,250,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3124A,Fluid-Particle Systems,L1,35,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3132,Separation Processes,L1,250,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3135,"Process Safety, Health and Environment",L1,250,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN3421A,Process Modeling And Numerical Simulation,L1,250,x,x,15,x
College of Design and Eng,Chemical & Biomolecular Eng,CN4118,B.Eng. Dissertation,L1,100,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN4118N,Capstone Research Project,L1,2147483647,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN4122,Process Synthesis and Simulation,L1,280,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN4122N,Process Synthesis and Simulation,L1,2147483647,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN4203R,Polymer Engineering,L1,49,x,x,5,x
College of Design and Eng,Chemical & Biomolecular Eng,CN4205R,Pinch Analysis and Process Integration,L1,105,x,x,x,x
College of Design and Eng,Chemical & Biomolecular Eng,CN4215R,Food Technology and Engineering,L1,85,x,x,5,x
